method	panel	samples	mean_F1	mean_official_L1_pp	mean_delta_current_L1_pp	max_sample_worse_L1_pp	improved_samples	worsened_samples	mean_official_Pearson	mean_delta_current_Pearson
lopo_hgb_log_l2_0.1_blend0.5	hmp_gastrooral_gtdb_source_abundance	0,6	0.9195678271308523	48.882249313734164	-0.10474179259035665	-0.05202229447002793	2	0	0.8830098909718795	0.000733191406332212
lopo_hgb_log_l2_0.1_blend0.75	cami2_toy_mouse_gut	5,6,7	0.8938387600398774	13.860096646359464	0.09225952343259121	0.13130470228990276	0	3	0.9878684166953758	-0.00010819103126199121
lopo_hgb_log_l2_0.1_blend0.75	cami3_toy_human_gut_gtdb_source_readmap	0,1,2	0.8159567931704953	62.70099467803933	-0.03103435538533243	0.037742395922833794	2	1	0.8240077198643215	9.261018701289814e-05
lopo_hgb_log_l2_0.1_blend0.75	hmp_airskin_gtdb_source_abundance	11,28,6	0.9370014245014245	21.25134671183002	-0.05324462357513345	0.08115171970553448	2	1	0.9467990865138343	4.5117841100617007e-05
lopo_hgb_log_l2_0.1_blend0.75	hmp_gastrooral_gtdb_source_abundance	0,6	0.9195678271308523	48.67564876405278	-0.3113423422717396	-0.15561566614312738	2	0	0.8844236266403397	0.0021469270747923597
lopo_hgb_log_l2_0.1_blend1	cami2_toy_mouse_gut	5,6,7	0.8938387600398774	52.281732212208446	38.51389508928157	46.43025460939642	0	3	0.8839010084424145	-0.10407559928422346
lopo_hgb_log_l2_0.1_blend1	cami3_toy_human_gut_gtdb_source_readmap	0,1,2	0.8159567931704953	89.76071284601942	27.02868381259474	44.230348891124244	0	3	0.651068493372341	-0.17284661630496767
lopo_hgb_log_l2_0.1_blend1	hmp_airskin_gtdb_source_abundance	11,28,6	0.9370014245014245	40.07009404822833	18.76550271282317	39.39586316237773	0	3	0.8371132206800955	-0.10964074799263805
lopo_hgb_log_l2_0.1_blend1	hmp_gastrooral_gtdb_source_abundance	0,6	0.9195678271308523	60.49434700438287	11.507355898058343	32.715972261791194	1	1	0.8927683686241232	0.010491669058575848
lopo_hgb_log_l2_1_blend0.25	cami2_toy_mouse_gut	5,6,7	0.8938387600398774	13.77130156330201	0.0034644403751370825	0.012698837571541333	1	2	0.9879640906101361	-1.2517116501742365e-05
lopo_hgb_log_l2_1_blend0.25	cami3_toy_human_gut_gtdb_source_readmap	0,1,2	0.8159567931704953	62.724913256142266	-0.0071157772823985015	0.004424568602402701	2	1	0.8239294606039822	1.4350926673567521e-05
lopo_hgb_log_l2_1_blend0.25	hmp_airskin_gtdb_source_abundance	11,28,6	0.9370014245014245	21.297888934088252	-0.006702401316901548	0.004898460750474953	1	2	0.9467534288406517	-5.398320819619921e-07
lopo_hgb_log_l2_1_blend0.25	hmp_gastrooral_gtdb_source_abundance	0,6	0.9195678271308523	48.94718708178448	-0.039804024540050165	-0.011569191758376007	2	0	0.8826069856691798	0.00033028610363250444
lopo_hgb_log_l2_1_blend0.5	cami2_toy_mouse_gut	5,6,7	0.8938387600398774	13.785030745441865	0.017193622514991347	0.03898266140405937	1	2	0.9879389288649563	-3.767886168156339e-05
lopo_hgb_log_l2_1_blend0.5	cami3_toy_human_gut_gtdb_source_readmap	0,1,2	0.8159567931704953	62.710706181246074	-0.02132285217858983	0.013267532506510804	2	1	0.8239579316674459	4.282199013731317e-05
lopo_hgb_log_l2_1_blend0.5	hmp_airskin_gtdb_source_abundance	11,28,6	0.9370014245014245	21.2853341395158	-0.019257195889353557	0.017018132274969844	1	2	0.946752083476155	-1.8851965785104952e-06
lopo_hgb_log_l2_1_blend0.5	hmp_gastrooral_gtdb_source_abundance	0,6	0.9195678271308523	48.86803233058555	-0.11895877573897451	-0.03467949615108523	2	0	0.8832565982002135	0.0009798986346661875
lopo_hgb_log_l2_1_blend0.75	cami2_toy_mouse_gut	5,6,7	0.8938387600398774	13.830640386151643	0.06280326322476822	0.11950288471701143	0	3	0.9878624350855042	-0.00011417264113366965
lopo_hgb_log_l2_1_blend0.75	cami3_toy_human_gut_gtdb_source_readmap	0,1,2	0.8159567931704953	62.69486671604759	-0.03716231737707195	0.03974714102720611	2	1	0.8240415105938922	0.00012640091658359479
lopo_hgb_log_l2_1_blend0.75	hmp_airskin_gtdb_source_abundance	11,28,6	0.9370014245014245	21.269444183012173	-0.03514715239297791	0.09314986535435921	1	2	0.9467459653029241	-8.00336980955052e-06
lopo_hgb_log_l2_1_blend0.75	hmp_gastrooral_gtdb_source_abundance	0,6	0.9195678271308523	48.63412685936548	-0.3528642469590402	-0.10378659215337649	2	0	0.8851210017353607	0.002844302169813351
lopo_hgb_log_l2_1_blend1	cami2_toy_mouse_gut	5,6,7	0.8938387600398774	51.194774831884104	37.42693770895723	43.7319056376059	0	3	0.8855034890562274	-0.10247311867041031
lopo_hgb_log_l2_1_blend1	cami3_toy_human_gut_gtdb_source_readmap	0,1,2	0.8159567931704953	90.49585997888744	27.763830945462768	42.807372303846485	0	3	0.6511759723521231	-0.17273913732518556
lopo_hgb_log_l2_1_blend1	hmp_airskin_gtdb_source_abundance	11,28,6	0.9370014245014245	43.22084273647883	21.91625140107367	43.57999625889722	0	3	0.8225954645313044	-0.12415850414142922
lopo_hgb_log_l2_1_blend1	hmp_gastrooral_gtdb_source_abundance	0,6	0.9195678271308523	53.05425530451751	4.067264198192991	26.204280119913342	1	1	0.8951230977329456	0.012846398167398354
lopo_rf_log_leaf3_blend0.25	cami2_toy_mouse_gut	5,6,7	0.8938387600398774	13.765928931041193	-0.0019081918856797369	0.002630011790763831	2	1	0.9879805440783186	3.936351680648246e-06
lopo_rf_log_leaf3_blend0.25	cami3_toy_human_gut_gtdb_source_readmap	0,1,2	0.8159567931704953	62.728473892683446	-0.003555140741217618	-0.000841530067958729	3	0	0.8239337353615963	1.8625684287676414e-05
lopo_rf_log_leaf3_blend0.25	hmp_airskin_gtdb_source_abundance	11,28,6	0.9370014245014245	21.291059956288365	-0.013531379116788145	0.0013494981716988264	2	1	0.946766842063604	1.287339087037894e-05
lopo_rf_log_leaf3_blend0.25	hmp_gastrooral_gtdb_source_abundance	0,6	0.9195678271308523	48.982235590969154	-0.004755515355373774	-0.0018526631803723603	2	0	0.8822759178288073	-7.817367400075881e-07
lopo_rf_log_leaf3_blend0.5	cami2_toy_mouse_gut	5,6,7	0.8938387600398774	13.762156352566594	-0.005680770360280067	0.007894477105398146	2	1	0.9879883938302497	1.1786103611817941e-05
lopo_rf_log_leaf3_blend0.5	cami3_toy_human_gut_gtdb_source_readmap	0,1,2	0.8159567931704953	62.72137025174084	-0.010658781683829943	-0.0025229089127520865	3	0	0.8239708975995438	5.578792223522496e-05
lopo_rf_log_leaf3_blend0.5	hmp_airskin_gtdb_source_abundance	11,28,6	0.9370014245014245	21.26414065010343	-0.04045068530172339	0.004045918612472832	2	1	0.9467921221564365	3.815348370291479e-05
lopo_rf_log_leaf3_blend0.5	hmp_gastrooral_gtdb_source_abundance	0,6	0.9195678271308523	48.97274215717215	-0.014248949152374735	-0.005541705519718221	2	0	0.8822738070864564	-2.8924790908546605e-06
lopo_rf_log_leaf3_blend0.75	cami2_toy_mouse_gut	5,6,7	0.8938387600398774	13.75134323965217	-0.016493883274701915	0.02411719128090617	2	1	0.9880117606627742	3.5152936136280864e-05
lopo_rf_log_leaf3_blend0.75	cami3_toy_human_gut_gtdb_source_readmap	0,1,2	0.8159567931704953	62.70011321055079	-0.03191582287388428	-0.007550877012178603	3	0	0.8240816756243431	0.00016656594703445826
lopo_rf_log_leaf3_blend0.75	hmp_airskin_gtdb_source_abundance	11,28,6	0.9370014245014245	21.184656266379672	-0.11993506902548152	0.012547733698848873	2	1	0.9468643548366869	0.00011038616395327623
lopo_rf_log_leaf3_blend0.75	hmp_gastrooral_gtdb_source_abundance	0,6	0.9195678271308523	48.94440150034206	-0.04258960598246553	-0.016480262946515722	2	0	0.8822632149969356	-1.3484568611665804e-05
lopo_rf_log_leaf3_blend1	cami2_toy_mouse_gut	5,6,7	0.8938387600398774	23.886295929656555	10.118458806729683	19.809240128000415	0	3	0.9876081014559491	-0.00036850627068870284
lopo_rf_log_leaf3_blend1	cami3_toy_human_gut_gtdb_source_readmap	0,1,2	0.8159567931704953	70.44936064562238	7.717331612197704	8.924971481798607	0	3	0.8380337417450751	0.01411863206776646
lopo_rf_log_leaf3_blend1	hmp_airskin_gtdb_source_abundance	11,28,6	0.9370014245014245	31.898968940671427	10.594377605266276	13.045421282878088	0	3	0.9326339860979068	-0.014119982574826828
lopo_rf_log_leaf3_blend1	hmp_gastrooral_gtdb_source_abundance	0,6	0.9195678271308523	57.608466729565485	8.621475623240961	14.243404124052063	0	2	0.8421090711157101	-0.040167628449837234
lopo_ridge_log_alpha10_blend0.25	cami2_toy_mouse_gut	5,6,7	0.8938387600398774	13.787085525733437	0.019248402806562776	0.04280210872385837	0	3	0.9879757026514812	-9.050751567096782e-07
lopo_ridge_log_alpha10_blend0.25	cami3_toy_human_gut_gtdb_source_readmap	0,1,2	0.8159567931704953	151.3768160475313	88.64478701410663	102.02252396246803	0	3	0.7248738112676317	-0.09904129840967697
lopo_ridge_log_alpha10_blend0.25	hmp_airskin_gtdb_source_abundance	11,28,6	0.9370014245014245	40.46084376110462	19.156252425699467	30.71198950054411	0	3	0.9408050956278675	-0.005948873044866021
lopo_ridge_log_alpha10_blend0.25	hmp_gastrooral_gtdb_source_abundance	0,6	0.9195678271308523	48.94803854245089	-0.03895256387363588	0.04719202531283884	1	1	0.8822706401391555	-6.059426391868961e-06
lopo_ridge_log_alpha10_blend0.5	cami2_toy_mouse_gut	5,6,7	0.8938387600398774	13.827177853542358	0.059340730615483395	0.13325810249749992	0	3	0.9879738216727976	-2.7860538402609456e-06
lopo_ridge_log_alpha10_blend0.5	cami3_toy_human_gut_gtdb_source_readmap	0,1,2	0.8159567931704953	151.37681604849382	88.64478701506914	102.02252396486969	0	3	0.7248738112669936	-0.09904129841031506
lopo_ridge_log_alpha10_blend0.5	hmp_airskin_gtdb_source_abundance	11,28,6	0.9370014245014245	60.97068721278229	39.66609587737714	62.870185674452564	0	3	0.9110916849799949	-0.03566228369273872
lopo_ridge_log_alpha10_blend0.5	hmp_gastrooral_gtdb_source_abundance	0,6	0.9195678271308523	48.87119995420559	-0.11579115211893232	0.14126990671830697	1	1	0.8822512468475219	-2.545271802545379e-05
lopo_ridge_log_alpha10_blend0.75	cami2_toy_mouse_gut	5,6,7	0.8938387600398774	13.963842081969949	0.19600495904307488	0.42341121421683425	0	3	0.9879676133559112	-8.99437072661898e-06
lopo_ridge_log_alpha10_blend0.75	cami3_toy_human_gut_gtdb_source_readmap	0,1,2	0.8159567931704953	151.37681604881467	88.64478701539001	102.02252396567025	0	3	0.724873811266781	-0.0990412984105276
lopo_ridge_log_alpha10_blend0.75	hmp_airskin_gtdb_source_abundance	11,28,6	0.9370014245014245	76.29013170771238	54.98554037230721	92.14027921088686	0	3	0.8935955162128125	-0.053158452459921124
lopo_ridge_log_alpha10_blend0.75	hmp_gastrooral_gtdb_source_abundance	0,6	0.9195678271308523	48.64549912484884	-0.34149198147568427	0.4210778796548027	1	1	0.8821366530902119	-0.00014004647533538694
lopo_ridge_log_alpha10_blend1	cami2_toy_mouse_gut	5,6,7	0.8938387600398774	117.54657572120213	103.77873859827525	131.69992064418759	0	3	0.3665189971694192	-0.6214576105572186
lopo_ridge_log_alpha10_blend1	cami3_toy_human_gut_gtdb_source_readmap	0,1,2	0.8159567931704953	151.3768160489751	88.64478701555042	102.02252396607051	0	3	0.7248738112666748	-0.09904129841063385
lopo_ridge_log_alpha10_blend1	hmp_airskin_gtdb_source_abundance	11,28,6	0.9370014245014245	106.15652416824632	84.85193283284114	116.3429953151851	0	3	0.7824102025019918	-0.16434376617074178
lopo_ridge_log_alpha10_blend1	hmp_gastrooral_gtdb_source_abundance	0,6	0.9195678271308523	110.88931793656569	61.902326830241165	70.32346168516554	0	2	0.4696702843617682	-0.4126064152037791
lopo_ridge_log_alpha1_blend0.25	cami2_toy_mouse_gut	5,6,7	0.8938387600398774	13.75651268915768	-0.011324433769194897	0.0014680867006049425	1	2	0.98796301111061	-1.3596616027807448e-05
lopo_ridge_log_alpha1_blend0.25	cami3_toy_human_gut_gtdb_source_readmap	0,1,2	0.8159567931704953	151.3768215465932	88.64479251316853	102.02254045018594	0	3	0.724873800983195	-0.09904130869411358
lopo_ridge_log_alpha1_blend0.25	hmp_airskin_gtdb_source_abundance	11,28,6	0.9370014245014245	48.82616343499407	27.52157209958892	82.56149399374485	1	2	0.9438739834521567	-0.002879985220576864
lopo_ridge_log_alpha1_blend0.25	hmp_gastrooral_gtdb_source_abundance	0,6	0.9195678271308523	48.93399640285466	-0.052994703469861903	0.059252478319962165	1	1	0.8823058047401998	2.9105174652488408e-05
lopo_ridge_log_alpha1_blend0.5	cami2_toy_mouse_gut	5,6,7	0.8938387600398774	13.73393388656003	-0.03390323636684508	0.004402714843678268	1	2	0.9879357366222274	-4.087110441042263e-05
lopo_ridge_log_alpha1_blend0.5	cami3_toy_human_gut_gtdb_source_readmap	0,1,2	0.8159567931704953	151.3768215465934	88.64479251316872	102.02254045018645	0	3	0.724873800983195	-0.09904130869411372
lopo_ridge_log_alpha1_blend0.5	hmp_airskin_gtdb_source_abundance	11,28,6	0.9370014245014245	49.33328284033947	28.02869150493432	84.07584261888287	1	2	0.9438080632222113	-0.0029459054505222384
lopo_ridge_log_alpha1_blend0.5	hmp_gastrooral_gtdb_source_abundance	0,6	0.9195678271308523	48.830345091254216	-0.1566460150703044	0.17731244059201856	1	1	0.8823504468017132	7.374723616582202e-05
lopo_ridge_log_alpha1_blend0.75	cami2_toy_mouse_gut	5,6,7	0.8938387600398774	13.814467532850268	0.04663040992339429	0.11185024474900906	0	3	0.9878532933887995	-0.00012331433783848342
lopo_ridge_log_alpha1_blend0.75	cami3_toy_human_gut_gtdb_source_readmap	0,1,2	0.8159567931704953	151.37682154659345	88.64479251316875	102.0225404501866	0	3	0.724873800983195	-0.09904130869411372
lopo_ridge_log_alpha1_blend0.75	hmp_airskin_gtdb_source_abundance	11,28,6	0.9370014245014245	49.51212999637974	28.20753866097459	84.59137916064378	1	2	0.9437619179865159	-0.002992050686217699
lopo_ridge_log_alpha1_blend0.75	hmp_gastrooral_gtdb_source_abundance	0,6	0.9195678271308523	48.537791997924	-0.44919910840052424	0.5279721771631785	1	1	0.8823801136256646	0.0001034140601173239
lopo_ridge_log_alpha1_blend1	cami2_toy_mouse_gut	5,6,7	0.8938387600398774	92.97857628363631	79.21073916070945	128.68742417932435	0	3	0.6070501790247725	-0.3809264287018654
lopo_ridge_log_alpha1_blend1	cami3_toy_human_gut_gtdb_source_readmap	0,1,2	0.8159567931704953	151.37682154659345	88.64479251316881	102.02254045018668	0	3	0.724873800983195	-0.09904130869411372
lopo_ridge_log_alpha1_blend1	hmp_airskin_gtdb_source_abundance	11,28,6	0.9370014245014245	89.48529988572125	68.18070855031611	84.85121219699968	0	3	0.7247615354077935	-0.2219924332649402
lopo_ridge_log_alpha1_blend1	hmp_gastrooral_gtdb_source_abundance	0,6	0.9195678271308523	119.63678234679529	70.64979124047076	76.45531956780394	0	2	0.44208935403139726	-0.44018734553415007
