method	panel	sample_count	mean_L1_delta_pp	max_worse_L1_delta_pp	improved_samples	worsened_samples	mean_Pearson_delta
genus_s_rel_depth_a0.1	hmp_gastrooral_gtdb_source_abundance	2	0.3419020499416945	0.6288620051500544	0	2	-0.0027692275649988107
genus_s_rel_depth_a0.25	cami2_toy_mouse_gut	3	0.003753795139086099	0.3637002597485264	2	1	-0.0002744593678059015
genus_s_rel_depth_a0.25	cami3_toy_human_gut_gtdb_source_readmap	3	-0.10407704881537445	-0.01438280212911991	3	0	-0.0008698274370516993
genus_s_rel_depth_a0.25	hmp_airskin_gtdb_source_abundance	24	-0.6948759576225472	0.7547082390425928	16	8	0.0015421701749781431
genus_s_rel_depth_a0.25	hmp_gastrooral_gtdb_source_abundance	2	0.8547551248542442	1.5721550128751574	0	2	-0.00737120033154276
genus_sum_norm_depth_a0.005	cami2_toy_mouse_gut	3	-0.009665302738770976	-0.002297821705791847	3	0	-3.3620518875195535e-06
genus_sum_norm_depth_a0.005	cami3_toy_human_gut_gtdb_source_readmap	3	-0.0061632139085029776	-0.0005080574051135045	3	0	-1.6031140210019206e-05
genus_sum_norm_depth_a0.005	hmp_airskin_gtdb_source_abundance	24	-0.01340404431844422	0.05700227557686688	13	11	3.626834522460487e-05
genus_sum_norm_depth_a0.005	hmp_gastrooral_gtdb_source_abundance	2	0.022891070607815145	0.04352522599936037	0	2	-0.0001800709186830507
genus_sum_norm_depth_a0.01	cami2_toy_mouse_gut	3	-0.019284068039469915	-0.004595643411583694	3	0	-6.797511685530111e-06
genus_sum_norm_depth_a0.01	cami3_toy_human_gut_gtdb_source_readmap	3	-0.012326427816949112	-0.001016114810127533	3	0	-3.2733252363118894e-05
genus_sum_norm_depth_a0.01	hmp_airskin_gtdb_source_abundance	24	-0.02577274433106717	0.11400455115369823	13	11	7.170159756482904e-05
genus_sum_norm_depth_a0.01	hmp_gastrooral_gtdb_source_abundance	2	0.045782141215632066	0.08705045199869232	0	2	-0.0003611194279460328
genus_sum_norm_depth_a0.02	cami2_toy_mouse_gut	3	-0.038273463097656446	-0.008602527495357393	3	0	-1.3888415390554224e-05
genus_sum_norm_depth_a0.02	cami3_toy_human_gut_gtdb_source_readmap	3	-0.0246528556339148	-0.0020322296202834877	3	0	-6.814727140358467e-05
genus_sum_norm_depth_a0.02	hmp_airskin_gtdb_source_abundance	24	-0.04663962978303785	0.22800910230741778	13	11	0.00014006490984479666
genus_sum_norm_depth_a0.02	hmp_gastrooral_gtdb_source_abundance	2	0.09156428243125703	0.17410090399738465	0	2	-0.0007261528329916
genus_sum_norm_depth_a0.05	cami2_toy_mouse_gut	3	-0.07642400533432347	0.030359521599371497	2	1	-3.69166896598457e-05
genus_sum_norm_depth_a0.05	cami3_toy_human_gut_gtdb_source_readmap	3	-0.05716649881685498	-0.005080574050666087	3	0	-0.00019041101174917716
genus_sum_norm_depth_a0.05	hmp_airskin_gtdb_source_abundance	24	-0.07373902791420912	0.5725319268014779	13	11	0.00032516967362477184
genus_sum_norm_depth_a0.05	hmp_gastrooral_gtdb_source_abundance	2	0.23267825472124581	0.4352522599934616	0	2	-0.001844806376768593
genus_sum_norm_depth_a0.1	cami2_toy_mouse_gut	3	-0.07662750437938204	0.11031297233589488	2	1	-8.112033752805115e-05
genus_sum_norm_depth_a0.1	cami3_toy_human_gut_gtdb_source_readmap	3	-0.0942729467279501	-0.010161148101303752	3	0	-0.0004472055209641483
genus_sum_norm_depth_a0.1	hmp_airskin_gtdb_source_abundance	24	-0.0438493538876874	1.1539644220805556	11	13	0.0005673641035174176
genus_sum_norm_depth_a0.1	hmp_gastrooral_gtdb_source_abundance	2	0.4825406633261933	0.8705045199868948	0	2	-0.003788118337927582
genus_sum_norm_depth_a0.25	cami2_toy_mouse_gut	3	0.0034669488159838244	0.3739847535363028	2	1	-0.00025685759822879906
genus_sum_norm_depth_a0.25	cami3_toy_human_gut_gtdb_source_readmap	3	-0.17686630390348768	-0.025236817391430577	3	0	-0.0016076039673023068
genus_sum_norm_depth_a0.25	hmp_airskin_gtdb_source_abundance	24	0.26639222740490276	2.9668174188688	10	14	0.0008039660277277353
genus_sum_norm_depth_a0.25	hmp_gastrooral_gtdb_source_abundance	2	1.2393742845030067	2.1762612999671944	0	2	-0.010215115160862098
genus_sum_rel_depth_a0.005	cami2_toy_mouse_gut	3	-0.009665302738770976	-0.002297821705791847	3	0	-3.3620518875195535e-06
genus_sum_rel_depth_a0.005	cami3_toy_human_gut_gtdb_source_readmap	3	-0.0061632139085029776	-0.0005080574051135045	3	0	-1.6031140210019206e-05
genus_sum_rel_depth_a0.005	hmp_airskin_gtdb_source_abundance	24	-0.01340404431844422	0.05700227557686688	13	11	3.626834522460487e-05
genus_sum_rel_depth_a0.005	hmp_gastrooral_gtdb_source_abundance	2	0.022891070607815145	0.04352522599936037	0	2	-0.0001800709186830507
genus_sum_rel_depth_a0.01	cami2_toy_mouse_gut	3	-0.019284068039469915	-0.004595643411583694	3	0	-6.797511685530111e-06
genus_sum_rel_depth_a0.01	cami3_toy_human_gut_gtdb_source_readmap	3	-0.012326427816949112	-0.001016114810127533	3	0	-3.2733252363118894e-05
genus_sum_rel_depth_a0.01	hmp_airskin_gtdb_source_abundance	24	-0.02577274433106717	0.11400455115369823	13	11	7.170159756482904e-05
genus_sum_rel_depth_a0.01	hmp_gastrooral_gtdb_source_abundance	2	0.045782141215632066	0.08705045199869232	0	2	-0.0003611194279460328
genus_sum_rel_depth_a0.02	cami2_toy_mouse_gut	3	-0.038273463097656446	-0.008602527495357393	3	0	-1.3888415390554224e-05
genus_sum_rel_depth_a0.02	cami3_toy_human_gut_gtdb_source_readmap	3	-0.0246528556339148	-0.0020322296202834877	3	0	-6.814727140358467e-05
genus_sum_rel_depth_a0.02	hmp_airskin_gtdb_source_abundance	24	-0.04663962978303785	0.22800910230741778	13	11	0.00014006490984479666
genus_sum_rel_depth_a0.02	hmp_gastrooral_gtdb_source_abundance	2	0.09156428243125703	0.17410090399738465	0	2	-0.0007261528329916
genus_sum_rel_depth_a0.05	cami2_toy_mouse_gut	3	-0.07642400533432347	0.030359521599371497	2	1	-3.69166896598457e-05
genus_sum_rel_depth_a0.05	cami3_toy_human_gut_gtdb_source_readmap	3	-0.05716649881685498	-0.005080574050666087	3	0	-0.00019041101174917716
genus_sum_rel_depth_a0.05	hmp_airskin_gtdb_source_abundance	24	-0.07373902791420912	0.5725319268014779	13	11	0.00032516967362477184
genus_sum_rel_depth_a0.05	hmp_gastrooral_gtdb_source_abundance	2	0.23267825472124581	0.4352522599934616	0	2	-0.001844806376768593
genus_sum_rel_depth_a0.1	cami2_toy_mouse_gut	3	-0.07662750437938204	0.11031297233589488	2	1	-8.112033752805115e-05
genus_sum_rel_depth_a0.1	cami3_toy_human_gut_gtdb_source_readmap	3	-0.0942729467279501	-0.010161148101303752	3	0	-0.0004472055209641483
genus_sum_rel_depth_a0.1	hmp_airskin_gtdb_source_abundance	24	-0.0438493538876874	1.1539644220805556	11	13	0.0005673641035174176
genus_sum_rel_depth_a0.1	hmp_gastrooral_gtdb_source_abundance	2	0.4825406633261933	0.8705045199868948	0	2	-0.003788118337927582
genus_sum_rel_depth_a0.25	cami2_toy_mouse_gut	3	0.0034669488159838244	0.3739847535363028	2	1	-0.00025685759822879906
genus_sum_rel_depth_a0.25	cami3_toy_human_gut_gtdb_source_readmap	3	-0.17686630390348768	-0.025236817391430577	3	0	-0.0016076039673023068
genus_sum_rel_depth_a0.25	hmp_airskin_gtdb_source_abundance	24	0.26639222740490276	2.9668174188688	10	14	0.0008039660277277353
genus_sum_rel_depth_a0.25	hmp_gastrooral_gtdb_source_abundance	2	1.2393742845030067	2.1762612999671944	0	2	-0.010215115160862098
genus_u_norm_depth_a0.005	cami2_toy_mouse_gut	3	-0.011176799470388707	-0.0028460277271236123	3	0	-2.7275923436172653e-06
genus_u_norm_depth_a0.005	cami3_toy_human_gut_gtdb_source_readmap	3	-0.007619907903430108	0.00022714979813542868	2	1	-2.492819658850287e-05
genus_u_norm_depth_a0.005	hmp_airskin_gtdb_source_abundance	24	0.013515182873151899	0.1577235375464916	12	12	2.262470076227115e-05
genus_u_norm_depth_a0.005	hmp_gastrooral_gtdb_source_abundance	2	0.027718321190174144	0.05429625085406542	0	2	-0.0002150939104479943
genus_u_norm_depth_a0.01	cami2_toy_mouse_gut	3	-0.022304889729932793	-0.00569205545424456	3	0	-5.5484188038838296e-06
genus_u_norm_depth_a0.01	cami3_toy_human_gut_gtdb_source_readmap	3	-0.015239815806864954	0.00045429959624243565	2	1	-5.0708051239708084e-05
genus_u_norm_depth_a0.01	hmp_airskin_gtdb_source_abundance	24	0.02930791577899372	0.3333220632119591	11	13	4.308849669253101e-05
genus_u_norm_depth_a0.01	hmp_gastrooral_gtdb_source_abundance	2	0.055436642380321643	0.10859250170808821	0	2	-0.0004318673165848441
genus_u_norm_depth_a0.02	cami2_toy_mouse_gut	3	-0.04368062119200111	-0.009225314269725615	3	0	-1.146941411123148e-05
genus_u_norm_depth_a0.02	cami3_toy_human_gut_gtdb_source_readmap	3	-0.030479631613701486	0.0009085991924990822	2	1	-0.00010481605266698946
genus_u_norm_depth_a0.02	hmp_airskin_gtdb_source_abundance	24	0.07072310270741815	0.684519114542887	11	13	7.750735703529466e-05
genus_u_norm_depth_a0.02	hmp_gastrooral_gtdb_source_abundance	2	0.12324198919719453	0.217185003416148	0	2	-0.0008704555657823021
genus_u_norm_depth_a0.05	cami2_toy_mouse_gut	3	-0.08821940721733383	0.030730957175840068	2	1	-3.146066702908179e-05
genus_u_norm_depth_a0.05	cami3_toy_human_gut_gtdb_source_readmap	3	-0.07156599735771607	0.002271497981354287	2	1	-0.0002874058574054243
genus_u_norm_depth_a0.05	hmp_airskin_gtdb_source_abundance	24	0.2719131778624764	1.7381102685356993	8	16	0.00012823279586264094
genus_u_norm_depth_a0.05	hmp_gastrooral_gtdb_source_abundance	2	0.333881203818585	0.5429625085403984	0	2	-0.0022265966951409144
genus_u_norm_depth_a0.1	cami2_toy_mouse_gut	3	-0.0764302802872822	0.11476517620901383	2	1	-7.216392420901958e-05
genus_u_norm_depth_a0.1	cami3_toy_human_gut_gtdb_source_readmap	3	-0.12235983062643878	0.004544591801320053	2	1	-0.0006584682768213668
genus_u_norm_depth_a0.1	hmp_airskin_gtdb_source_abundance	24	0.6875553497096227	3.578345988579116	7	17	3.468976743605893e-05
genus_u_norm_depth_a0.1	hmp_gastrooral_gtdb_source_abundance	2	0.6849465615209276	1.0859250170808252	0	2	-0.004621613574919692
genus_u_norm_depth_a0.25	cami2_toy_mouse_gut	3	0.0180882219833034	0.38619924044904863	2	1	-0.000248836814928229
genus_u_norm_depth_a0.25	cami3_toy_human_gut_gtdb_source_readmap	3	-0.24262393945451302	0.030210164515132476	1	2	-0.0022566758851096935
genus_u_norm_depth_a0.25	hmp_airskin_gtdb_source_abundance	24	2.3963784581595813	9.191105854358668	7	17	-0.0016335956268118772
genus_u_norm_depth_a0.25	hmp_gastrooral_gtdb_source_abundance	2	1.772268502586078	2.7148125427020346	0	2	-0.01281598320202737
genus_u_rel_depth_a0.005	cami2_toy_mouse_gut	3	-0.011176799470388707	-0.0028460277271236123	3	0	-2.7275923436172653e-06
genus_u_rel_depth_a0.005	cami3_toy_human_gut_gtdb_source_readmap	3	-0.007619907903430108	0.00022714979813542868	2	1	-2.492819658850287e-05
genus_u_rel_depth_a0.005	hmp_airskin_gtdb_source_abundance	24	0.013515182873151899	0.1577235375464916	12	12	2.262470076227115e-05
genus_u_rel_depth_a0.005	hmp_gastrooral_gtdb_source_abundance	2	0.027718321190174144	0.05429625085406542	0	2	-0.0002150939104479943
genus_u_rel_depth_a0.01	cami2_toy_mouse_gut	3	-0.022304889729932793	-0.00569205545424456	3	0	-5.5484188038838296e-06
genus_u_rel_depth_a0.01	cami3_toy_human_gut_gtdb_source_readmap	3	-0.015239815806864954	0.00045429959624243565	2	1	-5.0708051239708084e-05
genus_u_rel_depth_a0.01	hmp_airskin_gtdb_source_abundance	24	0.02930791577899372	0.3333220632119591	11	13	4.308849669253101e-05
genus_u_rel_depth_a0.01	hmp_gastrooral_gtdb_source_abundance	2	0.055436642380321643	0.10859250170808821	0	2	-0.0004318673165848441
genus_u_rel_depth_a0.02	cami2_toy_mouse_gut	3	-0.04368062119200111	-0.009225314269725615	3	0	-1.146941411123148e-05
genus_u_rel_depth_a0.02	cami3_toy_human_gut_gtdb_source_readmap	3	-0.030479631613701486	0.0009085991924990822	2	1	-0.00010481605266698946
genus_u_rel_depth_a0.02	hmp_airskin_gtdb_source_abundance	24	0.07072310270741815	0.684519114542887	11	13	7.750735703529466e-05
genus_u_rel_depth_a0.02	hmp_gastrooral_gtdb_source_abundance	2	0.12324198919719453	0.217185003416148	0	2	-0.0008704555657823021
genus_u_rel_depth_a0.05	cami2_toy_mouse_gut	3	-0.08821940721733383	0.030730957175840068	2	1	-3.146066702908179e-05
genus_u_rel_depth_a0.05	cami3_toy_human_gut_gtdb_source_readmap	3	-0.07156599735771607	0.002271497981354287	2	1	-0.0002874058574054243
genus_u_rel_depth_a0.05	hmp_airskin_gtdb_source_abundance	24	0.2719131778624764	1.7381102685356993	8	16	0.00012823279586264094
genus_u_rel_depth_a0.05	hmp_gastrooral_gtdb_source_abundance	2	0.333881203818585	0.5429625085403984	0	2	-0.0022265966951409144
genus_u_rel_depth_a0.1	cami2_toy_mouse_gut	3	-0.0764302802872822	0.11476517620901383	2	1	-7.216392420901958e-05
genus_u_rel_depth_a0.1	cami3_toy_human_gut_gtdb_source_readmap	3	-0.12235983062643878	0.004544591801320053	2	1	-0.0006584682768213668
genus_u_rel_depth_a0.1	hmp_airskin_gtdb_source_abundance	24	0.6875553497096227	3.578345988579116	7	17	3.468976743605893e-05
genus_u_rel_depth_a0.1	hmp_gastrooral_gtdb_source_abundance	2	0.6849465615209276	1.0859250170808252	0	2	-0.004621613574919692
genus_u_rel_depth_a0.25	cami2_toy_mouse_gut	3	0.0180882219833034	0.38619924044904863	2	1	-0.000248836814928229
genus_u_rel_depth_a0.25	cami3_toy_human_gut_gtdb_source_readmap	3	-0.24262393945451302	0.030210164515132476	1	2	-0.0022566758851096935
genus_u_rel_depth_a0.25	hmp_airskin_gtdb_source_abundance	24	2.3963784581595813	9.191105854358668	7	17	-0.0016335956268118772
genus_u_rel_depth_a0.25	hmp_gastrooral_gtdb_source_abundance	2	1.772268502586078	2.7148125427020346	0	2	-0.01281598320202737
genus_xny_norm_depth_a0.005	cami2_toy_mouse_gut	3	-0.0128210336651818	-0.004135269697634669	3	0	-9.703222098996397e-06
genus_xny_norm_depth_a0.005	cami3_toy_human_gut_gtdb_source_readmap	3	-0.012013788005113213	0.0012647269142718187	2	1	-1.4161118243668133e-05
genus_xny_norm_depth_a0.005	hmp_airskin_gtdb_source_abundance	24	-0.030443906075254785	0.031141288588628413	19	5	5.145280184602752e-05
genus_xny_norm_depth_a0.005	hmp_gastrooral_gtdb_source_abundance	2	0.024011900006190245	0.034113255185630464	0	2	-0.00016343288134434975
genus_xny_norm_depth_a0.01	cami2_toy_mouse_gut	3	-0.02564206733036478	-0.008270539395279997	3	0	-1.9563195976550023e-05
genus_xny_norm_depth_a0.01	cami3_toy_human_gut_gtdb_source_readmap	3	-0.024027576010245372	0.0025294538285578483	2	1	-2.9158478269194117e-05
genus_xny_norm_depth_a0.01	hmp_airskin_gtdb_source_abundance	24	-0.057491899495069276	0.06228257717726393	18	6	0.00010193026383284916
genus_xny_norm_depth_a0.01	hmp_gastrooral_gtdb_source_abundance	2	0.04802380001239026	0.06822651037124672	0	2	-0.00032771643245244064
genus_xny_norm_depth_a0.02	cami2_toy_mouse_gut	3	-0.04341300496886754	0.006029121737298304	2	1	-3.975275391928287e-05
genus_xny_norm_depth_a0.02	cami3_toy_human_gut_gtdb_source_readmap	3	-0.04805515202047891	0.005058907657158329	2	1	-6.16578296082082e-05
genus_xny_norm_depth_a0.02	hmp_airskin_gtdb_source_abundance	24	-0.10792195981446746	0.12456515435452076	18	6	0.00019996626815916205
genus_xny_norm_depth_a0.02	hmp_gastrooral_gtdb_source_abundance	2	0.09604760002476098	0.13645302074246501	0	2	-0.0006588363881062653
genus_xny_norm_depth_a0.05	cami2_toy_mouse_gut	3	-0.07286033724355405	0.0846198730934864	2	1	-0.00010406669921958489
genus_xny_norm_depth_a0.05	cami3_toy_human_gut_gtdb_source_readmap	3	-0.11330544529904311	0.012647269142831874	2	1	-0.0001791184581113233
genus_xny_norm_depth_a0.05	hmp_airskin_gtdb_source_abundance	24	-0.19934435751328947	0.3156977743048124	18	6	0.00047085407534159146
genus_xny_norm_depth_a0.05	hmp_gastrooral_gtdb_source_abundance	2	0.24011900006193176	0.3411325518562194	0	2	-0.0016726318063169932
genus_xny_norm_depth_a0.1	cami2_toy_mouse_gut	3	-0.04020008714390736	0.21823872678077016	2	1	-0.00022366348110362347
genus_xny_norm_depth_a0.1	cami3_toy_human_gut_gtdb_source_readmap	3	-0.2014093511767001	0.025311532026748296	2	1	-0.0004409217701607145
genus_xny_norm_depth_a0.1	hmp_airskin_gtdb_source_abundance	24	-0.2595317488271904	0.6402961170872388	17	7	0.0008458476337065377
genus_xny_norm_depth_a0.1	hmp_gastrooral_gtdb_source_abundance	2	0.4814828248298797	0.6822651037124103	0	2	-0.003430462563681125
genus_xny_norm_depth_a0.25	cami2_toy_mouse_gut	3	0.2291121179687945	0.6535181928178506	1	2	-0.0006740245163725881
genus_xny_norm_depth_a0.25	cami3_toy_human_gut_gtdb_source_readmap	3	-0.44786214382874806	0.06436562999230944	2	1	-0.0017114321868477722
genus_xny_norm_depth_a0.25	hmp_airskin_gtdb_source_abundance	24	-0.20305017301764805	2.0962233464691415	11	13	0.0014163927957158752
genus_xny_norm_depth_a0.25	hmp_gastrooral_gtdb_source_abundance	2	1.222544609560554	1.7056627592810116	0	2	-0.009214701952157123
genus_zip_norm_depth_a0.005	cami2_toy_mouse_gut	3	-0.009288104617416396	-0.0007116254402781408	3	0	-1.1279246326526918e-05
genus_zip_norm_depth_a0.005	cami3_toy_human_gut_gtdb_source_readmap	3	-0.0029761206479506086	-0.0010929517995776905	3	0	-9.711569842381824e-07
genus_zip_norm_depth_a0.005	hmp_airskin_gtdb_source_abundance	24	-0.005635546992979005	0.05192111572911173	11	13	3.511655103489534e-05
genus_zip_norm_depth_a0.005	hmp_gastrooral_gtdb_source_abundance	2	0.053722966048631804	0.08032267189921072	0	2	-0.0003765106537670371
genus_zip_norm_depth_a0.01	cami2_toy_mouse_gut	3	-0.016248396432867313	0.001119849779083637	2	1	-2.2748857557634377e-05
genus_zip_norm_depth_a0.01	cami3_toy_human_gut_gtdb_source_readmap	3	-0.005952241295903586	-0.0021859035991269593	3	0	-2.7917505635762416e-06
genus_zip_norm_depth_a0.01	hmp_airskin_gtdb_source_abundance	24	-0.008486090586831216	0.1038422314582057	11	13	6.931486845567862e-05
genus_zip_norm_depth_a0.01	hmp_gastrooral_gtdb_source_abundance	2	0.1074459320972565	0.16064534379840723	0	2	-0.0007559397611362484
genus_zip_norm_depth_a0.02	cami2_toy_mouse_gut	3	-0.02083756705783794	0.03586780645322385	2	1	-4.625857543738565e-05
genus_zip_norm_depth_a0.02	cami3_toy_human_gut_gtdb_source_readmap	3	-0.011904482591816645	-0.004371807198253919	3	0	-8.98001994779444e-06
genus_zip_norm_depth_a0.02	hmp_airskin_gtdb_source_abundance	24	-0.010244581495777042	0.2394411935484193	10	14	0.00013495760726711195
genus_zip_norm_depth_a0.02	hmp_gastrooral_gtdb_source_abundance	2	0.21489186419450057	0.32129068759682866	0	2	-0.001523595608785011
genus_zip_norm_depth_a0.05	cami2_toy_mouse_gut	3	-0.014836645686147657	0.16406040983877013	2	1	-0.00012134087732758776
genus_zip_norm_depth_a0.05	cami3_toy_human_gut_gtdb_source_readmap	3	-0.022604651217148348	0.01054014779144552	2	1	-4.7897818286439055e-05
genus_zip_norm_depth_a0.05	hmp_airskin_gtdb_source_abundance	24	0.026766168699643173	0.6557765359250745	8	16	0.0003098718298180231
genus_zip_norm_depth_a0.05	hmp_gastrooral_gtdb_source_abundance	2	0.5372296604862541	0.8032267189920219	0	2	-0.0038976920349763633
genus_zip_norm_depth_a0.1	cami2_toy_mouse_gut	3	0.07598322470115537	0.38490627219497764	2	1	-0.0002615827567685747
genus_zip_norm_depth_a0.1	cami3_toy_human_gut_gtdb_source_readmap	3	-0.03137202006161507	0.0625921427010141	2	1	-0.00018042649679350653
genus_zip_norm_depth_a0.1	hmp_airskin_gtdb_source_abundance	24	0.1588002538478197	1.349668773219495	8	16	0.0005281634377863054
genus_zip_norm_depth_a0.1	hmp_gastrooral_gtdb_source_abundance	2	1.0744593209725108	1.6064534379840438	0	2	-0.008096419155081747
genus_zip_norm_depth_a0.25	cami2_toy_mouse_gut	3	0.4913296114983107	1.0838604241594236	0	3	-0.0007941883628807359
genus_zip_norm_depth_a0.25	cami3_toy_human_gut_gtdb_source_readmap	3	-0.008504805928059985	0.3475298945992975	2	1	-0.001081151174186686
genus_zip_norm_depth_a0.25	hmp_airskin_gtdb_source_abundance	24	0.8570936342084611	3.484225748945647	7	17	0.0006381628038221501
genus_zip_norm_depth_a0.25	hmp_gastrooral_gtdb_source_abundance	2	2.6992756182652995	4.016133594960067	0	2	-0.022588095210448855
global_max_hit_breadth_a0.005	cami2_toy_mouse_gut	3	-0.014895861217637455	0.002300438887324674	2	1	-1.413143413275808e-05
global_max_hit_breadth_a0.005	cami3_toy_human_gut_gtdb_source_readmap	3	0.02296556166833123	0.05053808016897676	0	3	0.0001948358107546714
global_max_hit_breadth_a0.005	hmp_airskin_gtdb_source_abundance	24	-0.014964896794522953	0.38920367396913136	17	7	2.9031644371989757e-05
global_max_hit_breadth_a0.005	hmp_gastrooral_gtdb_source_abundance	2	0.028351156260629118	0.04641637786224351	0	2	-6.656913258562547e-05
global_max_hit_breadth_a0.01	cami2_toy_mouse_gut	3	-0.029443511904030828	0.004600877774606715	2	1	-2.8461854260382797e-05
global_max_hit_breadth_a0.01	cami3_toy_human_gut_gtdb_source_readmap	3	0.06929690802694448	0.10107616033797484	0	3	0.00036564421964387545
global_max_hit_breadth_a0.01	hmp_airskin_gtdb_source_abundance	24	-0.004542136176143445	0.7784073479382378	16	8	5.1204186527935756e-05
global_max_hit_breadth_a0.01	hmp_gastrooral_gtdb_source_abundance	2	0.05670231252126001	0.09283275572444438	0	2	-0.00013418265832643161
global_max_hit_breadth_a0.02	cami2_toy_mouse_gut	3	-0.05821911077123924	0.01016086306589159	2	1	-5.7717110484819166e-05
global_max_hit_breadth_a0.02	cami3_toy_human_gut_gtdb_source_readmap	3	0.1619596007442207	0.225447226803972	0	3	0.0006341395544611957
global_max_hit_breadth_a0.02	hmp_airskin_gtdb_source_abundance	24	0.03803418654819805	1.6642737874544267	16	8	7.446235228555458e-05
global_max_hit_breadth_a0.02	hmp_gastrooral_gtdb_source_abundance	2	0.11504563347230423	0.18566551144890298	0	2	-0.0002725733144476883
global_max_hit_breadth_a0.05	cami2_toy_mouse_gut	3	0.018406607524766194	0.2469642103461771	1	2	-0.00015019267201214306
global_max_hit_breadth_a0.05	cami3_toy_human_gut_gtdb_source_readmap	3	0.4410503374066721	0.6717848095212773	0	3	0.0008376090214772258
global_max_hit_breadth_a0.05	hmp_airskin_gtdb_source_abundance	24	0.18666769683500406	5.191595450062376	16	8	-3.3321592449934524e-05
global_max_hit_breadth_a0.05	hmp_gastrooral_gtdb_source_abundance	2	0.3237732485983065	0.5133668259749129	0	2	-0.0007136117125335906
global_max_hit_breadth_a0.1	cami2_toy_mouse_gut	3	0.22843244275764243	0.7856159676067218	1	2	-0.00031971716330329397
global_max_hit_breadth_a0.1	cami3_toy_human_gut_gtdb_source_readmap	3	0.9786908182493264	1.5562760004176113	0	3	-0.0009192545378489125
global_max_hit_breadth_a0.1	hmp_airskin_gtdb_source_abundance	24	0.5486846134280147	11.709626004164928	15	9	-0.0008577426358991289
global_max_hit_breadth_a0.1	hmp_gastrooral_gtdb_source_abundance	2	0.6922013254948256	1.0820670181787335	0	2	-0.0015387433058299815
global_max_hit_breadth_a0.25	cami2_toy_mouse_gut	3	1.0057106761778816	2.5720440174164096	0	3	-0.0009381522507430073
global_max_hit_breadth_a0.25	cami3_toy_human_gut_gtdb_source_readmap	3	3.237854492352495	5.231353214022299	0	3	-0.022188838314377013
global_max_hit_breadth_a0.25	hmp_airskin_gtdb_source_abundance	24	2.104941321741594	31.5852186601315	11	13	-0.00863543310052812
global_max_hit_breadth_a0.25	hmp_gastrooral_gtdb_source_abundance	2	1.9086975359544747	2.7881675947901954	0	2	-0.004769953340495792
global_max_mean_breadth_a0.005	cami2_toy_mouse_gut	3	-0.029789290453725432	0.00690047542855865	2	1	-3.0488094399686954e-05
global_max_mean_breadth_a0.005	cami3_toy_human_gut_gtdb_source_readmap	3	-0.12939337022663722	-0.006419278821383045	3	0	0.0004171353181324407
global_max_mean_breadth_a0.005	hmp_airskin_gtdb_source_abundance	24	-0.041264871166931595	0.11958684413171383	18	6	1.55567624276672e-05
global_max_mean_breadth_a0.005	hmp_gastrooral_gtdb_source_abundance	2	0.020463182161370774	0.05892768527114356	1	1	-0.00014095277495990155
global_max_mean_breadth_a0.01	cami2_toy_mouse_gut	3	-0.05884900228943953	0.014932767987307471	2	1	-6.173023901952697e-05
global_max_mean_breadth_a0.01	cami3_toy_human_gut_gtdb_source_readmap	3	-0.25878674045325784	-0.012838557642680826	3	0	0.0008214254711204072
global_max_mean_breadth_a0.01	hmp_airskin_gtdb_source_abundance	24	-0.0819657411294773	0.2391736882634241	18	6	2.8783348601707504e-05
global_max_mean_breadth_a0.01	hmp_gastrooral_gtdb_source_abundance	2	0.04092636432275487	0.11785537054228712	1	1	-0.00028557349501173723
global_max_mean_breadth_a0.02	cami2_toy_mouse_gut	3	-0.00768592471554778	0.1341865694563129	1	2	-0.000126456375490173
global_max_mean_breadth_a0.02	cami3_toy_human_gut_gtdb_source_readmap	3	-0.5175734809065228	-0.025677115285418495	3	0	0.001592285665272845
global_max_mean_breadth_a0.02	hmp_airskin_gtdb_source_abundance	24	-0.15835394844741102	0.5043825307477654	18	6	4.8295390362616354e-05
global_max_mean_breadth_a0.02	hmp_gastrooral_gtdb_source_abundance	2	0.08626311130913678	0.24453150641184607	1	1	-0.000585945427743817
global_max_mean_breadth_a0.05	cami2_toy_mouse_gut	3	0.26533826361648405	0.7651904522083504	1	2	-0.00033820790575404364
global_max_mean_breadth_a0.05	cami3_toy_human_gut_gtdb_source_readmap	3	-1.2937815035550269	-0.06418644619856195	3	0	0.0036172592158972097
global_max_mean_breadth_a0.05	hmp_airskin_gtdb_source_abundance	24	-0.35122387843443076	1.358698735413391	18	6	5.218985351429043e-05
global_max_mean_breadth_a0.05	hmp_gastrooral_gtdb_source_abundance	2	0.2597820821512524	0.6943288153729554	1	1	-0.0015784079352266778
global_max_mean_breadth_a0.1	cami2_toy_mouse_gut	3	0.778403619971621	1.8602970888093662	0	3	-0.0007473414633516843
global_max_mean_breadth_a0.1	cami3_toy_human_gut_gtdb_source_readmap	3	-2.583381443010753	-0.12832500078690146	3	0	0.006121536445774585
global_max_mean_breadth_a0.1	hmp_airskin_gtdb_source_abundance	24	-0.5476966019595114	2.790683595283255	17	7	-0.00011757294121388558
global_max_mean_breadth_a0.1	hmp_gastrooral_gtdb_source_abundance	2	0.8158343567210595	1.4439909969748044	0	2	-0.0035526135197295194
global_max_mean_breadth_a0.25	cami2_toy_mouse_gut	3	2.9820070124838813	5.692026433862916	0	3	-0.002353405100761541
