sample	method	truth_gtdb_species	pred_gtdb_species	TP	FP	FN	precision	recall	F1	L1_union_pp	L1_truth_only_pp	Pearson_union	Pearson_truth_only	panel	collapse_rule	kept_rows	dropped_rows	current_F1	current_L1_union_pp	current_L1_truth_only_pp	current_Pearson_union	current_Pearson_truth_only	delta_F1	official_L1_pp	current_official_L1_pp	delta_official_L1_pp	official_Pearson	current_official_Pearson	delta_official_Pearson
22	drop_prob_lt_0.7_and_breadth_lt_0.2	21	22	19	3	2	0.8636363636363636	0.9047619047619048	0.8837209302325582	17.857599609375324	11.323135978817858	0.9882845702308409	0.9968326827201655	hmp_airskin_gtdb_source_abundance	sum	22	16	0.6440677966101696	20.648590840357823	12.056025115448833	0.9885915958918304	0.9968326827201656	0.2396531336223886	17.857599609375324	20.648590840357823	-2.790991230982499	0.9882845702308409	0.9885915958918304	-0.0003070256609895017
23	current_calls	33	36	31	5	2	0.8611111111111112	0.9393939393939394	0.8985507246376813	28.41923191911541	24.333989815353675	0.9844470248065242	0.9854764855410797	hmp_airskin_gtdb_source_abundance	sum	36	0	0.8985507246376813	28.41923191911541	24.333989815353675	0.9844470248065242	0.9854764855410797	0.0	28.41923191911541	28.41923191911541	0.0	0.9844470248065242	0.9844470248065242	0.0
23	drop_prob_lt_0.7_and_breadth_lt_0.2	33	26	26	0	7	1.0	0.7878787878787878	0.8813559322033898	29.184706103191548	29.184706103191548	0.9856837377459602	0.9856837377459602	hmp_airskin_gtdb_source_abundance	sum	26	10	0.8985507246376813	28.41923191911541	24.333989815353675	0.9844470248065242	0.9854764855410797	-0.01719479243429145	29.184706103191548	28.41923191911541	0.7654741840761368	0.9856837377459602	0.9844470248065242	0.0012367129394359466
24	current_calls	29	26	25	1	4	0.9615384615384616	0.8620689655172413	0.9090909090909091	13.776347378834888	13.138564497392057	0.9946961294046555	0.9947347218527693	hmp_airskin_gtdb_source_abundance	sum	26	0	0.9090909090909091	13.776347378834888	13.138564497392057	0.9946961294046555	0.9947347218527693	0.0	13.776347378834888	13.776347378834888	0.0	0.9946961294046555	0.9946961294046555	0.0
24	drop_prob_lt_0.7_and_breadth_lt_0.2	29	25	25	0	4	1.0	0.8620689655172413	0.9259259259259259	12.88755614290919	12.88755614290919	0.9947347218527691	0.9947347218527691	hmp_airskin_gtdb_source_abundance	sum	25	1	0.9090909090909091	13.776347378834888	13.138564497392057	0.9946961294046555	0.9947347218527693	0.01683501683501687	12.88755614290919	13.776347378834888	-0.888791235925698	0.9947347218527691	0.9946961294046555	3.859244811366125e-05
25	current_calls	49	76	45	31	4	0.5921052631578947	0.9183673469387755	0.72	23.876829864906885	14.822596296490417	0.984476052440572	0.9924411161891388	hmp_airskin_gtdb_source_abundance	sum	76	0	0.72	23.876829864906885	14.822596296490417	0.984476052440572	0.9924411161891388	0.0	23.876829864906885	23.876829864906885	0.0	0.984476052440572	0.984476052440572	0.0
25	drop_prob_lt_0.7_and_breadth_lt_0.2	49	43	43	0	6	1.0	0.8775510204081632	0.9347826086956522	12.396056585442924	12.396056585442924	0.9925810635605806	0.9925810635605806	hmp_airskin_gtdb_source_abundance	sum	43	33	0.72	23.876829864906885	14.822596296490417	0.984476052440572	0.9924411161891388	0.21478260869565224	12.396056585442924	23.876829864906885	-11.48077327946396	0.9925810635605806	0.984476052440572	0.00810501112000861
28	current_calls	12	15	12	3	0	0.8	1.0	0.888888888888889	18.352633533107465	10.977119798332335	0.9890339281762488	0.9978801202854538	hmp_airskin_gtdb_source_abundance	sum	15	0	0.888888888888889	18.352633533107465	10.977119798332335	0.9890339281762488	0.9978801202854538	0.0	18.352633533107465	18.352633533107465	0.0	0.9890339281762488	0.9890339281762488	0.0
28	drop_prob_lt_0.7_and_breadth_lt_0.2	12	14	12	2	0	0.8571428571428571	1.0	0.923076923076923	17.69334110633802	10.713037841097343	0.9887788771372565	0.9978801202854536	hmp_airskin_gtdb_source_abundance	sum	14	1	0.888888888888889	18.352633533107465	10.977119798332335	0.9890339281762488	0.9978801202854538	0.03418803418803407	17.69334110633802	18.352633533107465	-0.6592924267694436	0.9887788771372565	0.9890339281762488	-0.00025505103899226
0	current_calls	34	34	32	2	2	0.9411764705882353	0.9411764705882353	0.9411764705882353	19.9009221025293	18.88989203420979	0.9549294426840412	0.9547660906648994	hmp_gastrooral_gtdb_source_abundance	sum	34	0	0.9411764705882353	19.9009221025293	18.88989203420979	0.9549294426840412	0.9547660906648994	0.0	19.9009221025293	19.9009221025293	0.0	0.9549294426840412	0.9549294426840412	0.0
0	drop_prob_lt_0.7_and_breadth_lt_0.2	34	33	32	1	2	0.9696969696969697	0.9411764705882353	0.955223880597015	19.861308955027408	18.90710084087996	0.9546570006200593	0.9547660906648996	hmp_gastrooral_gtdb_source_abundance	sum	33	1	0.9411764705882353	19.9009221025293	18.88989203420979	0.9549294426840412	0.9547660906648994	0.014047410008779737	19.861308955027408	19.9009221025293	-0.0396131475018926	0.9546570006200593	0.9549294426840412	-0.00027244206398191473
6	current_calls	47	51	44	7	3	0.8627450980392157	0.9361702127659575	0.8979591836734694	78.0730601101197	74.36126823338685	0.8096239564470538	0.810392640427629	hmp_gastrooral_gtdb_source_abundance	sum	51	0	0.8979591836734694	78.0730601101197	74.36126823338685	0.8096239564470538	0.810392640427629	0.0	78.0730601101197	78.0730601101197	0.0	0.8096239564470538	0.8096239564470538	0.0
6	drop_prob_lt_0.7_and_breadth_lt_0.2	47	45	42	3	5	0.9333333333333333	0.8936170212765957	0.9130434782608695	78.44782201471027	77.5313654717998	0.8076187341924604	0.8064467593763288	hmp_gastrooral_gtdb_source_abundance	sum	45	6	0.8979591836734694	78.0730601101197	74.36126823338685	0.8096239564470538	0.810392640427629	0.015084294587400127	78.44782201471027	78.0730601101197	0.3747619045905708	0.8076187341924604	0.8096239564470538	-0.0020052222545933196
0	current_calls	93	94	78	16	15	0.8297872340425532	0.8387096774193549	0.8342245989304814	63.07645271846174	51.39098086404699	0.910778777663967	0.9228891836223626	cami3_toy_human_gut_gtdb_source_readmap	sum	94	0	0.8342245989304814	63.07645271846174	51.39098086404699	0.910778777663967	0.9228891836223626	0.0	63.07645271846174	63.07645271846174	0.0	0.910778777663967	0.910778777663967	0.0
0	drop_prob_lt_0.7_and_breadth_lt_0.2	93	57	51	6	42	0.8947368421052632	0.5483870967741935	0.6799999999999999	57.78286263004434	50.09143510951852	0.925607402279339	0.9358249547013004	cami3_toy_human_gut_gtdb_source_readmap	sum	57	37	0.8342245989304814	63.07645271846174	51.39098086404699	0.910778777663967	0.9228891836223626	-0.15422459893048146	57.78286263004434	63.07645271846174	-5.293590088417396	0.925607402279339	0.910778777663967	0.014828624615372044
1	current_calls	104	99	86	13	18	0.8686868686868687	0.8269230769230769	0.8472906403940886	75.04358937786799	65.46100214605643	0.6504147643645246	0.6658588506113589	cami3_toy_human_gut_gtdb_source_readmap	sum	99	0	0.8472906403940886	75.04358937786799	65.46100214605643	0.6504147643645246	0.6658588506113589	0.0	75.04358937786799	75.04358937786799	0.0	0.6504147643645246	0.6504147643645246	0.0
1	drop_prob_lt_0.7_and_breadth_lt_0.2	104	65	57	8	47	0.8769230769230769	0.5480769230769231	0.6745562130177515	72.92008853893807	63.66099200755537	0.6628604889285794	0.6811444119272806	cami3_toy_human_gut_gtdb_source_readmap	sum	65	34	0.8472906403940886	75.04358937786799	65.46100214605643	0.6504147643645246	0.6658588506113589	-0.17273442737633715	72.92008853893807	75.04358937786799	-2.123500838929914	0.6628604889285794	0.6504147643645246	0.012445724564054794
2	current_calls	99	115	82	33	17	0.7130434782608696	0.8282828282828283	0.7663551401869159	50.07604500394408	38.64523608888298	0.9105517870034346	0.9212311577120741	cami3_toy_human_gut_gtdb_source_readmap	sum	115	0	0.7663551401869159	50.07604500394408	38.64523608888298	0.9105517870034346	0.9212311577120741	0.0	50.07604500394408	50.07604500394408	0.0	0.9105517870034346	0.9105517870034346	0.0
2	drop_prob_lt_0.7_and_breadth_lt_0.2	99	63	53	10	46	0.8412698412698413	0.5353535353535354	0.654320987654321	46.46284172661267	40.609917313157275	0.9136587988902081	0.9215250798566335	cami3_toy_human_gut_gtdb_source_readmap	sum	63	52	0.7663551401869159	50.07604500394408	38.64523608888298	0.9105517870034346	0.9212311577120741	-0.11203415253259486	46.46284172661267	50.07604500394408	-3.613203277331408	0.9136587988902081	0.9105517870034346	0.0031070118867734253
2	current_calls	26	29	24	5	2	0.8275862068965517	0.9230769230769231	0.8727272727272727	35.24775256588529	28.245328454362305	0.9400352082065155	0.9413092905469258	hmp_airskin_gtdb_source_abundance	sum	29	0	0.8727272727272727	35.24775256588529	28.245328454362305	0.9400352082065155	0.9413092905469258	0.0	35.24775256588529	35.24775256588529	0.0	0.9400352082065155	0.9400352082065155	0.0
2	drop_prob_lt_0.7_and_breadth_lt_0.2	26	27	23	4	3	0.8518518518518519	0.8846153846153846	0.8679245283018868	34.11300645316763	27.689406329601212	0.9395389447620076	0.9413721416769407	hmp_airskin_gtdb_source_abundance	sum	27	2	0.8727272727272727	35.24775256588529	28.245328454362305	0.9400352082065155	0.9413092905469258	-0.004802744425385863	34.11300645316763	35.24775256588529	-1.1347461127176643	0.9395389447620076	0.9400352082065155	-0.0004962634445079273
