sample	method	truth_gtdb_species	pred_gtdb_species	TP	FP	FN	precision	recall	F1	L1_union_pp	L1_truth_only_pp	Pearson_union	Pearson_truth_only	panel	collapse_rule	kept_rows	dropped_rows
10	drop_prob_lt_0.7_and_breadth_lt_0.2	69	58	58	0	11	1.0	0.8405797101449275	0.9133858267716535	18.932175021954347	18.932175021954347	0.9896190365764073	0.9896190365764073	hmp_airskin_gtdb_source_abundance	sum	58	11
11	current_calls	33	32	32	0	1	1.0	0.9696969696969697	0.9846153846153847	22.345748750639043	22.345748750639043	0.9390039844436856	0.9390039844436856	hmp_airskin_gtdb_source_abundance	sum	32	0
11	drop_prob_lt_0.7_and_breadth_lt_0.2	33	32	32	0	1	1.0	0.9696969696969697	0.9846153846153847	22.345748750639043	22.345748750639043	0.9390039844436856	0.9390039844436856	hmp_airskin_gtdb_source_abundance	sum	32	0
13	current_calls	40	40	37	3	3	0.925	0.925	0.925	54.74798404447638	54.19229885851233	0.9105244185423925	0.9100458154509375	hmp_airskin_gtdb_source_abundance	sum	40	0
13	drop_prob_lt_0.7_and_breadth_lt_0.2	40	35	33	2	7	0.9428571428571428	0.825	0.88	54.11204367792328	53.67937993254011	0.9102817839189385	0.90994389542893	hmp_airskin_gtdb_source_abundance	sum	35	5
14	current_calls	28	30	25	5	3	0.8333333333333334	0.8928571428571429	0.8620689655172413	14.824167972260827	11.357212620265202	0.9986364303601221	0.9989077132319847	hmp_airskin_gtdb_source_abundance	sum	30	0
14	drop_prob_lt_0.7_and_breadth_lt_0.2	28	29	25	4	3	0.8620689655172413	0.8928571428571429	0.8771929824561403	14.607224974565286	11.319835218236038	0.9986328413473404	0.9989077132319847	hmp_airskin_gtdb_source_abundance	sum	29	1
15	current_calls	24	22	21	1	3	0.9545454545454546	0.875	0.9130434782608695	8.896279874750265	8.527120863346004	0.9995246530616627	0.999528727060929	hmp_airskin_gtdb_source_abundance	sum	22	0
15	drop_prob_lt_0.7_and_breadth_lt_0.2	24	22	21	1	3	0.9545454545454546	0.875	0.9130434782608695	8.896279874750265	8.527120863346004	0.9995246530616627	0.999528727060929	hmp_airskin_gtdb_source_abundance	sum	22	0
16	current_calls	10	10	10	0	0	1.0	1.0	1.0	6.91458951469375	6.91458951469375	0.9998353757011106	0.9998353757011106	hmp_airskin_gtdb_source_abundance	sum	10	0
16	drop_prob_lt_0.7_and_breadth_lt_0.2	10	10	10	0	0	1.0	1.0	1.0	6.91458951469375	6.91458951469375	0.9998353757011106	0.9998353757011106	hmp_airskin_gtdb_source_abundance	sum	10	0
17	current_calls	46	73	46	27	0	0.6301369863013698	1.0	0.773109243697479	26.525180643112616	17.668557178190664	0.9960095778891284	0.996789006391613	hmp_airskin_gtdb_source_abundance	sum	73	0
17	drop_prob_lt_0.7_and_breadth_lt_0.2	46	49	46	3	0	0.9387755102040817	1.0	0.968421052631579	16.390902725208516	14.88505657018534	0.9967419656866767	0.9967890063916132	hmp_airskin_gtdb_source_abundance	sum	49	24
18	current_calls	27	26	25	1	2	0.9615384615384616	0.9259259259259259	0.9433962264150944	12.023034824053715	10.640124279497003	0.9947328417202752	0.995104419479662	hmp_airskin_gtdb_source_abundance	sum	26	0
18	drop_prob_lt_0.7_and_breadth_lt_0.2	27	26	25	1	2	0.9615384615384616	0.9259259259259259	0.9433962264150944	12.023034824053715	10.640124279497003	0.9947328417202752	0.995104419479662	hmp_airskin_gtdb_source_abundance	sum	26	0
19	current_calls	111	147	104	43	7	0.7074829931972789	0.9369369369369369	0.8062015503875969	37.173740407670834	27.293248540725934	0.9634093812936607	0.980683194447156	hmp_airskin_gtdb_source_abundance	sum	147	0
19	drop_prob_lt_0.7_and_breadth_lt_0.2	111	105	101	4	10	0.9619047619047619	0.9099099099099099	0.9351851851851852	28.209818278149367	24.169248302380378	0.9710413933201099	0.9843508766132726	hmp_airskin_gtdb_source_abundance	sum	105	42
20	current_calls	79	106	76	30	3	0.7169811320754716	0.9620253164556962	0.8216216216216216	25.952986359054144	16.91205476222545	0.9904823004265118	0.994983201473338	hmp_airskin_gtdb_source_abundance	sum	106	0
20	drop_prob_lt_0.7_and_breadth_lt_0.2	79	75	73	2	6	0.9733333333333334	0.9240506329113924	0.948051948051948	16.686878743377704	16.067246340706784	0.9947974669260171	0.9948317039930539	hmp_airskin_gtdb_source_abundance	sum	75	31
21	current_calls	34	41	33	8	1	0.8048780487804879	0.9705882352941176	0.8800000000000001	34.744967146760914	18.167816526634073	0.9626902136826684	0.9915885745919611	hmp_airskin_gtdb_source_abundance	sum	41	0
21	drop_prob_lt_0.7_and_breadth_lt_0.2	34	34	33	1	1	0.9705882352941176	0.9705882352941176	0.9705882352941176	15.041829798572016	13.419659270629058	0.9909707514244174	0.9915885745919608	hmp_airskin_gtdb_source_abundance	sum	34	7
22	current_calls	21	38	19	19	2	0.5	0.9047619047619048	0.6440677966101696	20.648590840357823	12.056025115448833	0.9885915958918304	0.9968326827201656	hmp_airskin_gtdb_source_abundance	sum	38	0
22	drop_prob_lt_0.7_and_breadth_lt_0.2	21	22	19	3	2	0.8636363636363636	0.9047619047619048	0.8837209302325582	17.857599609375324	11.323135978817858	0.9882845702308409	0.9968326827201655	hmp_airskin_gtdb_source_abundance	sum	22	16
23	current_calls	33	36	31	5	2	0.8611111111111112	0.9393939393939394	0.8985507246376813	28.41923191911541	24.333989815353675	0.9844470248065242	0.9854764855410797	hmp_airskin_gtdb_source_abundance	sum	36	0
23	drop_prob_lt_0.7_and_breadth_lt_0.2	33	26	26	0	7	1.0	0.7878787878787878	0.8813559322033898	29.184706103191548	29.184706103191548	0.9856837377459602	0.9856837377459602	hmp_airskin_gtdb_source_abundance	sum	26	10
24	current_calls	29	26	25	1	4	0.9615384615384616	0.8620689655172413	0.9090909090909091	13.776347378834888	13.138564497392057	0.9946961294046555	0.9947347218527693	hmp_airskin_gtdb_source_abundance	sum	26	0
24	drop_prob_lt_0.7_and_breadth_lt_0.2	29	25	25	0	4	1.0	0.8620689655172413	0.9259259259259259	12.88755614290919	12.88755614290919	0.9947347218527691	0.9947347218527691	hmp_airskin_gtdb_source_abundance	sum	25	1
25	current_calls	49	76	45	31	4	0.5921052631578947	0.9183673469387755	0.72	23.876829864906885	14.822596296490417	0.984476052440572	0.9924411161891388	hmp_airskin_gtdb_source_abundance	sum	76	0
25	drop_prob_lt_0.7_and_breadth_lt_0.2	49	43	43	0	6	1.0	0.8775510204081632	0.9347826086956522	12.396056585442924	12.396056585442924	0.9925810635605806	0.9925810635605806	hmp_airskin_gtdb_source_abundance	sum	43	33
28	current_calls	12	15	12	3	0	0.8	1.0	0.888888888888889	18.352633533107465	10.977119798332335	0.9890339281762488	0.9978801202854538	hmp_airskin_gtdb_source_abundance	sum	15	0
28	drop_prob_lt_0.7_and_breadth_lt_0.2	12	14	12	2	0	0.8571428571428571	1.0	0.923076923076923	17.69334110633802	10.713037841097343	0.9887788771372565	0.9978801202854536	hmp_airskin_gtdb_source_abundance	sum	14	1
0	current_calls	34	34	32	2	2	0.9411764705882353	0.9411764705882353	0.9411764705882353	19.9009221025293	18.88989203420979	0.9549294426840412	0.9547660906648994	hmp_gastrooral_gtdb_source_abundance	sum	34	0
0	drop_prob_lt_0.7_and_breadth_lt_0.2	34	33	32	1	2	0.9696969696969697	0.9411764705882353	0.955223880597015	19.861308955027408	18.90710084087996	0.9546570006200593	0.9547660906648996	hmp_gastrooral_gtdb_source_abundance	sum	33	1
6	current_calls	47	51	44	7	3	0.8627450980392157	0.9361702127659575	0.8979591836734694	78.0730601101197	74.36126823338685	0.8096239564470538	0.810392640427629	hmp_gastrooral_gtdb_source_abundance	sum	51	0
6	drop_prob_lt_0.7_and_breadth_lt_0.2	47	45	42	3	5	0.9333333333333333	0.8936170212765957	0.9130434782608695	78.44782201471027	77.5313654717998	0.8076187341924604	0.8064467593763288	hmp_gastrooral_gtdb_source_abundance	sum	45	6
0	current_calls	93	94	78	16	15	0.8297872340425532	0.8387096774193549	0.8342245989304814	63.07645271846174	51.39098086404699	0.910778777663967	0.9228891836223626	cami3_toy_human_gut_gtdb_source_readmap	sum	94	0
0	drop_prob_lt_0.7_and_breadth_lt_0.2	93	57	51	6	42	0.8947368421052632	0.5483870967741935	0.6799999999999999	57.78286263004434	50.09143510951852	0.925607402279339	0.9358249547013004	cami3_toy_human_gut_gtdb_source_readmap	sum	57	37
1	current_calls	104	99	86	13	18	0.8686868686868687	0.8269230769230769	0.8472906403940886	75.04358937786799	65.46100214605643	0.6504147643645246	0.6658588506113589	cami3_toy_human_gut_gtdb_source_readmap	sum	99	0
1	drop_prob_lt_0.7_and_breadth_lt_0.2	104	65	57	8	47	0.8769230769230769	0.5480769230769231	0.6745562130177515	72.92008853893807	63.66099200755537	0.6628604889285794	0.6811444119272806	cami3_toy_human_gut_gtdb_source_readmap	sum	65	34
2	current_calls	99	115	82	33	17	0.7130434782608696	0.8282828282828283	0.7663551401869159	50.07604500394408	38.64523608888298	0.9105517870034346	0.9212311577120741	cami3_toy_human_gut_gtdb_source_readmap	sum	115	0
2	drop_prob_lt_0.7_and_breadth_lt_0.2	99	63	53	10	46	0.8412698412698413	0.5353535353535354	0.654320987654321	46.46284172661267	40.609917313157275	0.9136587988902081	0.9215250798566335	cami3_toy_human_gut_gtdb_source_readmap	sum	63	52
