panel	sample	method	truth_species	pred_species	TP	FP	FN	precision	recall	F1	union_L1_pp	truth_only_L1_pp	official_L1_kind	official_L1_pp	Pearson_union	Pearson_truth_only	official_Pearson_kind	official_Pearson	matched_abs_error_pp	missing_truth_mass_pp	extra_pred_mass_pp	truth_mass_detected_pct	pred_mass_total_pct	pred_mass_on_truth_pct	pred_mass_extra_pct	truth_source	pred_source	prediction_rule
cami2_toy_mouse_gut	7	minco_current_code_refresh	68	64	63	1	5	0.984375	0.9264705882352942	0.9545454545454545	5.915674132242972	5.826327372590022	truth_only	5.826327372590022	0.9984269486093541	0.9984274174395252	truth_only	0.9984274174395252	5.345496391678047	0.48083098091197957	0.08934675965295032	99.51916901908801	99.99999999999999	99.91065324034707	0.08934675965295032	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/mouse7_gtdb_species_profile.tsv	/tmp/minco_current_code_toymouse_refresh_20260627/sample7_current.tsv	calibrated MinCO called rows; max per GTDB species; normalized
cami2_toy_mouse_gut	7	sylph_gtdb_profile	68	68	67	1	1	0.9852941176470589	0.9852941176470589	0.9852941176470589	1.5507796093442425	1.4797793963436037	truth_only	1.4797793963436037	0.9999204290298843	0.9999231107314409	truth_only	0.9999231107314409	1.4797176462008261	6.175014277754154e-05	0.07100021300063897	99.99993824985721	100.0	99.92899978699933	0.07100021300063897	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/mouse7_gtdb_species_profile.tsv	/tmp/cami2_toymouse_samples5_7_20260625/run/sylph_sample7/profile.tsv	Sylph Toy Mouse GTDB mapping; max per GTDB species; normalized
cami2_toy_mouse_gut	7	oracle_fixed_calls_truth_mass	68	64	63	1	5	0.984375	0.9264705882352942	0.9545454545454545	0.48083098091197957	0.48083098091197957	truth_only	0.48083098091197957	0.9999588375918644	0.9999587839667508	truth_only	0.9999587839667508	0.0	0.48083098091197957	0.0	99.51916901908801	99.51916901908801	99.51916901908801	0.0	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/mouse7_gtdb_species_profile.tsv	/tmp/minco_current_code_toymouse_refresh_20260627/sample7_current.tsv	same MinCO call set; true abundance assigned to true-positive calls; false-positive calls get zero; no renormalization
cami2_toy_mouse_gut	7	oracle_fixed_calls_truth_renorm	68	64	63	1	5	0.984375	0.9264705882352942	0.9545454545454545	0.961661961823978	0.961661961823978	truth_only	0.961661961823978	0.9999588375918644	0.9999587839667512	truth_only	0.9999587839667512	0.48083098091199883	0.48083098091197957	0.0	99.51916901908801	100.00000000000004	100.00000000000004	0.0	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/mouse7_gtdb_species_profile.tsv	/tmp/minco_current_code_toymouse_refresh_20260627/sample7_current.tsv	same MinCO call set; true-positive truth abundance renormalized over detected truth mass; false-positive calls get zero
cami2_toy_mouse_gut	7	oracle_current_tp_abundance_renorm	68	64	63	1	5	0.984375	0.9264705882352942	0.9545454545454545	5.819310724755202	5.819310724755202	truth_only	5.819310724755202	0.9984306346019368	0.9984274174395249	truth_only	0.9984274174395249	5.338479743843221	0.48083098091197957	0.0	99.51916901908801	100.0	100.0	0.0	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/mouse7_gtdb_species_profile.tsv	/tmp/minco_current_code_toymouse_refresh_20260627/sample7_current.tsv	same MinCO call set; current MinCO abundance kept on true-positive calls then renormalized; false-positive calls get zero
hmp_airskin_gtdb_source_abundance	0	minco_current_default_gtdb_source_abundance_sample19_0_1_3_4_5_6_7_9_10_11_13_14_15_16_17_18_20_21_22_23_24_25_28	33	36	29	7	4	0.8055555555555556	0.8787878787878788	0.8405797101449276	18.780365281635746	10.124727197423564	union	18.780365281635746	0.9895037710483946	0.9957539782840138	union	0.9895037710483946	10.119936793047692	0.004790404375874205	8.655638084212178	99.99520959562412	100.0	91.34436191578781	8.655638084212178	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/hmp_current_refresh_r232_source_abundance_sample19_0_1_3_4_5_6_7_9_10_11_13_14_15_16_17_18_20_21_22_23_24_25_28_truth.tsv	/tmp/minco_current_code_hmp_airskin0_20260627/minco_sample0_current_default.tsv	official HMP MinCO GTDB mapping; summed and normalized
hmp_airskin_gtdb_source_abundance	0	sylph_gtdb_source_abundance	33	29	28	1	5	0.9655172413793104	0.8484848484848485	0.9032258064516129	2.510443972648275	2.3719442496477208	union	2.510443972648275	0.9997787092984863	0.9997816692612393	union	0.9997787092984863	2.356108660347025	0.015835589300694217	0.138499723000554	99.98416441069931	99.99999999999999	99.86150027699944	0.138499723000554	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/hmp_current_refresh_r232_source_abundance_sample19_0_1_3_4_5_6_7_9_10_11_13_14_15_16_17_18_20_21_22_23_24_25_28_truth.tsv	/tmp/cami2_hmp_unseen_transfer_20260626/run_sylph_r232/sylph_sample0/profile.tsv	Sylph GTDB accession mapping; summed per GTDB species; normalized
hmp_airskin_gtdb_source_abundance	0	oracle_fixed_calls_truth_mass	33	36	29	7	4	0.8055555555555556	0.8787878787878788	0.8405797101449276	0.004790404375874205	0.004790404375874205	union	0.004790404375874205	0.9999999983752746	0.9999999983714517	union	0.9999999983752746	0.0	0.004790404375874205	0.0	99.99520959562412	99.99520959562412	99.99520959562412	0.0	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/hmp_current_refresh_r232_source_abundance_sample19_0_1_3_4_5_6_7_9_10_11_13_14_15_16_17_18_20_21_22_23_24_25_28_truth.tsv	/tmp/minco_current_code_hmp_airskin0_20260627/minco_sample0_current_default.tsv	same MinCO call set; true abundance assigned to true-positive calls; false-positive calls get zero; no renormalization
hmp_airskin_gtdb_source_abundance	0	oracle_fixed_calls_truth_renorm	33	36	29	7	4	0.8055555555555556	0.8787878787878788	0.8405797101449276	0.009580808751762709	0.009580808751762709	union	0.009580808751762709	0.9999999983752746	0.9999999983714521	union	0.9999999983752746	0.004790404375888503	0.004790404375874205	0.0	99.99520959562412	99.99999999999997	99.99999999999997	0.0	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/hmp_current_refresh_r232_source_abundance_sample19_0_1_3_4_5_6_7_9_10_11_13_14_15_16_17_18_20_21_22_23_24_25_28_truth.tsv	/tmp/minco_current_code_hmp_airskin0_20260627/minco_sample0_current_default.tsv	same MinCO call set; true-positive truth abundance renormalized over detected truth mass; false-positive calls get zero
hmp_airskin_gtdb_source_abundance	0	oracle_current_tp_abundance_renorm	33	36	29	7	4	0.8055555555555556	0.8787878787878788	0.8405797101449276	9.529127677526105	9.529127677526105	union	9.529127677526105	0.9958606781789934	0.9957539782840136	union	0.9958606781789934	9.524337273150232	0.004790404375874205	0.0	99.99520959562412	99.99999999999999	99.99999999999999	0.0	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/hmp_current_refresh_r232_source_abundance_sample19_0_1_3_4_5_6_7_9_10_11_13_14_15_16_17_18_20_21_22_23_24_25_28_truth.tsv	/tmp/minco_current_code_hmp_airskin0_20260627/minco_sample0_current_default.tsv	same MinCO call set; current MinCO abundance kept on true-positive calls then renormalized; false-positive calls get zero
hmp_airskin_gtdb_source_abundance	1	minco_current_default_gtdb_source_abundance_sample19_0_1_3_4_5_6_7_9_10_11_13_14_15_16_17_18_20_21_22_23_24_25_28	51	99	51	48	0	0.5151515151515151	1.0	0.6799999999999999	18.105883690092575	11.773226709810016	union	18.105883690092575	0.9973939434154936	0.9978165192517794	union	0.9973939434154936	11.773226709810018	0.0	6.332656980282564	100.0	100.0	93.66734301971744	6.332656980282564	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/hmp_current_refresh_r232_source_abundance_sample19_0_1_3_4_5_6_7_9_10_11_13_14_15_16_17_18_20_21_22_23_24_25_28_truth.tsv	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin1_20260627/minco_sample1_current_default.tsv	official HMP MinCO GTDB mapping; summed and normalized
hmp_airskin_gtdb_source_abundance	1	sylph_gtdb_source_abundance	51	52	51	1	0	0.9807692307692307	1.0	0.9902912621359222	2.17840634484424	1.953205894443339	union	2.17840634484424	0.9999070970640815	0.9999152788581492	union	0.9999070970640815	1.9532058944433401	0.0	0.22520045040090084	100.0	99.99999999999999	99.77479954959908	0.22520045040090084	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/hmp_current_refresh_r232_source_abundance_sample19_0_1_3_4_5_6_7_9_10_11_13_14_15_16_17_18_20_21_22_23_24_25_28_truth.tsv	/mnt/new3T/minco_release_holdouts_20260628/cami2_hmp_unseen_transfer_20260626/run_sylph_r232/sylph_sample1/profile.tsv	Sylph GTDB accession mapping; summed per GTDB species; normalized
hmp_airskin_gtdb_source_abundance	1	oracle_fixed_calls_truth_mass	51	99	51	48	0	0.5151515151515151	1.0	0.6799999999999999	0.0	0.0	union	0.0	1.0	1.0	union	1.0	0.0	0.0	0.0	100.0	100.0	100.0	0.0	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/hmp_current_refresh_r232_source_abundance_sample19_0_1_3_4_5_6_7_9_10_11_13_14_15_16_17_18_20_21_22_23_24_25_28_truth.tsv	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin1_20260627/minco_sample1_current_default.tsv	same MinCO call set; true abundance assigned to true-positive calls; false-positive calls get zero; no renormalization
hmp_airskin_gtdb_source_abundance	1	oracle_fixed_calls_truth_renorm	51	99	51	48	0	0.5151515151515151	1.0	0.6799999999999999	0.0	0.0	union	0.0	1.0	1.0	union	1.0	0.0	0.0	0.0	100.0	100.0	100.0	0.0	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/hmp_current_refresh_r232_source_abundance_sample19_0_1_3_4_5_6_7_9_10_11_13_14_15_16_17_18_20_21_22_23_24_25_28_truth.tsv	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin1_20260627/minco_sample1_current_default.tsv	same MinCO call set; true-positive truth abundance renormalized over detected truth mass; false-positive calls get zero
hmp_airskin_gtdb_source_abundance	1	oracle_current_tp_abundance_renorm	51	99	51	48	0	0.5151515151515151	1.0	0.6799999999999999	11.377403706023124	11.377403706023124	union	11.377403706023124	0.9978103313349168	0.9978165192517794	union	0.9978103313349168	11.377403706023125	0.0	0.0	100.0	99.99999999999999	99.99999999999999	0.0	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/hmp_current_refresh_r232_source_abundance_sample19_0_1_3_4_5_6_7_9_10_11_13_14_15_16_17_18_20_21_22_23_24_25_28_truth.tsv	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin1_20260627/minco_sample1_current_default.tsv	same MinCO call set; current MinCO abundance kept on true-positive calls then renormalized; false-positive calls get zero
hmp_airskin_gtdb_source_abundance	3	minco_current_default_gtdb_source_abundance_sample19_0_1_3_4_5_6_7_9_10_11_13_14_15_16_17_18_20_21_22_23_24_25_28	47	47	45	2	2	0.9574468085106383	0.9574468085106383	0.9574468085106385	12.670666989685852	8.881086724946712	union	12.670666989685852	0.9970245468507751	0.9993927980330461	union	0.9970245468507751	8.663260840362875	0.21782588458383687	3.789580264739139	99.78217411541614	100.0	96.21041973526086	3.789580264739139	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/hmp_current_refresh_r232_source_abundance_sample19_0_1_3_4_5_6_7_9_10_11_13_14_15_16_17_18_20_21_22_23_24_25_28_truth.tsv	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin3_20260627/minco_sample3_current_default.tsv	official HMP MinCO GTDB mapping; summed and normalized
hmp_airskin_gtdb_source_abundance	3	sylph_gtdb_source_abundance	47	46	46	0	1	1.0	0.9787234042553191	0.989247311827957	2.961929499475717	2.961929499475717	union	2.961929499475717	0.9999263417258691	0.9999263417258691	union	0.9999263417258691	2.96149491923971	0.0004345802360065404	0.0	99.99956541976395	100.0	100.0	0.0	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/hmp_current_refresh_r232_source_abundance_sample19_0_1_3_4_5_6_7_9_10_11_13_14_15_16_17_18_20_21_22_23_24_25_28_truth.tsv	/mnt/new3T/minco_release_holdouts_20260628/cami2_hmp_unseen_transfer_20260626/run_sylph_r232/sylph_sample3/profile.tsv	Sylph GTDB accession mapping; summed per GTDB species; normalized
hmp_airskin_gtdb_source_abundance	3	oracle_fixed_calls_truth_mass	47	47	45	2	2	0.9574468085106383	0.9574468085106383	0.9574468085106385	0.21782588458383687	0.21782588458383687	union	0.21782588458383687	0.9999925811521979	0.9999925679602935	union	0.9999925811521979	0.0	0.21782588458383687	0.0	99.78217411541614	99.78217411541614	99.78217411541614	0.0	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/hmp_current_refresh_r232_source_abundance_sample19_0_1_3_4_5_6_7_9_10_11_13_14_15_16_17_18_20_21_22_23_24_25_28_truth.tsv	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin3_20260627/minco_sample3_current_default.tsv	same MinCO call set; true abundance assigned to true-positive calls; false-positive calls get zero; no renormalization
hmp_airskin_gtdb_source_abundance	3	oracle_fixed_calls_truth_renorm	47	47	45	2	2	0.9574468085106383	0.9574468085106383	0.9574468085106385	0.43565176916769965	0.43565176916769965	union	0.43565176916769965	0.9999925811521984	0.9999925679602928	union	0.9999925811521984	0.21782588458386293	0.21782588458383687	0.0	99.78217411541614	100.00000000000004	100.00000000000004	0.0	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/hmp_current_refresh_r232_source_abundance_sample19_0_1_3_4_5_6_7_9_10_11_13_14_15_16_17_18_20_21_22_23_24_25_28_truth.tsv	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin3_20260627/minco_sample3_current_default.tsv	same MinCO call set; true-positive truth abundance renormalized over detected truth mass; false-positive calls get zero
hmp_airskin_gtdb_source_abundance	3	oracle_current_tp_abundance_renorm	47	47	45	2	2	0.9574468085106383	0.9574468085106383	0.9574468085106385	7.267378947185886	7.267378947185886	union	7.267378947185886	0.9993943232740246	0.9993927980330461	union	0.9993943232740246	7.049553062602048	0.21782588458383687	0.0	99.78217411541614	100.0	100.0	0.0	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/hmp_current_refresh_r232_source_abundance_sample19_0_1_3_4_5_6_7_9_10_11_13_14_15_16_17_18_20_21_22_23_24_25_28_truth.tsv	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin3_20260627/minco_sample3_current_default.tsv	same MinCO call set; current MinCO abundance kept on true-positive calls then renormalized; false-positive calls get zero
hmp_airskin_gtdb_source_abundance	4	minco_current_default_gtdb_source_abundance_sample19_0_1_3_4_5_6_7_9_10_11_13_14_15_16_17_18_20_21_22_23_24_25_28	106	137	102	35	4	0.7445255474452555	0.9622641509433962	0.8395061728395061	28.726740922959355	19.861197783006613	union	28.726740922959355	0.9883782682234047	0.9913715332528887	union	0.9883782682234047	18.526521250982167	1.334676532024448	8.86554313995274	98.66532346797554	100.0	91.13445686004724	8.86554313995274	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/hmp_current_refresh_r232_source_abundance_sample19_0_1_3_4_5_6_7_9_10_11_13_14_15_16_17_18_20_21_22_23_24_25_28_truth.tsv	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin4_20260627/minco_sample4_current_default.tsv	official HMP MinCO GTDB mapping; summed and normalized
hmp_airskin_gtdb_source_abundance	4	sylph_gtdb_source_abundance	106	108	104	4	2	0.9629629629629629	0.9811320754716981	0.9719626168224299	4.592947589588487	3.8829482995877775	union	4.592947589588487	0.9997707840387127	0.9998157947885604	union	0.9997707840387127	3.8816613789171366	0.001286920670642366	0.7099992900007099	99.99871307932935	100.0	99.2900007099993	0.7099992900007099	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/hmp_current_refresh_r232_source_abundance_sample19_0_1_3_4_5_6_7_9_10_11_13_14_15_16_17_18_20_21_22_23_24_25_28_truth.tsv	/mnt/new3T/minco_release_holdouts_20260628/cami2_hmp_unseen_transfer_20260626/run_sylph_r232/sylph_sample4/profile.tsv	Sylph GTDB accession mapping; summed per GTDB species; normalized
hmp_airskin_gtdb_source_abundance	4	oracle_fixed_calls_truth_mass	106	137	102	35	4	0.7445255474452555	0.9622641509433962	0.8395061728395061	1.3346765320244482	1.3346765320244482	union	1.3346765320244482	0.9995027680056675	0.9994971971388602	union	0.9995027680056675	0.0	1.334676532024448	0.0	98.66532346797554	98.66532346797554	98.66532346797554	0.0	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/hmp_current_refresh_r232_source_abundance_sample19_0_1_3_4_5_6_7_9_10_11_13_14_15_16_17_18_20_21_22_23_24_25_28_truth.tsv	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin4_20260627/minco_sample4_current_default.tsv	same MinCO call set; true abundance assigned to true-positive calls; false-positive calls get zero; no renormalization
hmp_airskin_gtdb_source_abundance	4	oracle_fixed_calls_truth_renorm	106	137	102	35	4	0.7445255474452555	0.9622641509433962	0.8395061728395061	2.669353064048908	2.669353064048908	union	2.669353064048908	0.9995027680056657	0.9994971971388614	union	0.9995027680056657	1.3346765320244594	1.334676532024448	0.0	98.66532346797554	100.00000000000016	100.00000000000016	0.0	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/hmp_current_refresh_r232_source_abundance_sample19_0_1_3_4_5_6_7_9_10_11_13_14_15_16_17_18_20_21_22_23_24_25_28_truth.tsv	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin4_20260627/minco_sample4_current_default.tsv	same MinCO call set; true-positive truth abundance renormalized over detected truth mass; false-positive calls get zero
hmp_airskin_gtdb_source_abundance	4	oracle_current_tp_abundance_renorm	106	137	102	35	4	0.7445255474452555	0.9622641509433962	0.8395061728395061	17.389822476999857	17.389822476999857	union	17.389822476999857	0.991413590375644	0.9913715332528877	union	0.991413590375644	16.055145944975415	1.334676532024448	0.0	98.66532346797554	99.99999999999999	99.99999999999999	0.0	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/hmp_current_refresh_r232_source_abundance_sample19_0_1_3_4_5_6_7_9_10_11_13_14_15_16_17_18_20_21_22_23_24_25_28_truth.tsv	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin4_20260627/minco_sample4_current_default.tsv	same MinCO call set; current MinCO abundance kept on true-positive calls then renormalized; false-positive calls get zero
hmp_airskin_gtdb_source_abundance	5	minco_current_default_gtdb_source_abundance_sample19_0_1_3_4_5_6_7_9_10_11_13_14_15_16_17_18_20_21_22_23_24_25_28	26	26	25	1	1	0.9615384615384616	0.9615384615384616	0.9615384615384616	10.33773560459712	9.524072174532568	union	10.33773560459712	0.9983818025644171	0.9984813848525257	union	0.9983818025644171	8.085223253669247	1.4388489208633206	0.8136634300645514	98.56115107913669	100.00000000000003	99.18633656993546	0.8136634300645514	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/hmp_current_refresh_r232_source_abundance_sample19_0_1_3_4_5_6_7_9_10_11_13_14_15_16_17_18_20_21_22_23_24_25_28_truth.tsv	/tmp/minco_current_code_hmp_airskin5_20260627/minco_sample5_current_default.tsv	official HMP MinCO GTDB mapping; summed and normalized
