sample	method	truth_gtdb_species	pred_gtdb_species	TP	FP	FN	precision	recall	F1	L1_union_pp	L1_truth_only_pp	Pearson_union	Pearson_truth_only	pred_rows_called	adaptive_call_filter_switch	adaptive_call_filter_applied	profile	adaptive_call_filter_removed_n	adaptive_call_filter_input_call_n	adaptive_call_filter_output_call_n	observed_called_n	adaptive_call_filter_max_xny_median	adaptive_call_filter_max_xny_median_threshold	adaptive_call_filter_min_xny_threshold	expected_offline_method	panel	pred_rows_unmapped	pred_rows_ref_mapped	pred_rows_taxid_mapped	pred_rows_name_mapped	raw_ref_rows	raw_ref_taxids	raw_ref_taxids_gtdb_mapped	truth_species	pred_species	added_species	rule
5	default_candidate_preset_genus_xny_blend_a0.25			25	1	1	0.9615384615384616	0.9615384615384616	0.9615384615384616	10.558214942920149		0.9983139318048422					/tmp/minco_candidate_preset_genus_xny_blend_20260629/hmp_airskin_gtdb_source_abundance.sample5.genus_xny_a0.25.tsv									hmp_airskin_gtdb_source_abundance								26.0	26.0	0.0	integrated wrapper candidate-surface normalized-depth-alpha2 abundance policy
6	default_candidate_preset_genus_xny_blend_a0.25			16	1	0	0.9411764705882353	1.0	0.9696969696969697	23.186169120577063		0.9101103601433128					/tmp/minco_candidate_preset_genus_xny_blend_20260629/hmp_airskin_gtdb_source_abundance.sample6.genus_xny_a0.25.tsv									hmp_airskin_gtdb_source_abundance								16.0	17.0	0.0	integrated wrapper candidate-surface normalized-depth-alpha2 abundance policy
7	default_candidate_preset_genus_xny_blend_a0.25			69	20	6	0.7752808988764045	0.92	0.8414634146341463	25.700935757759048		0.9883478771760569					/tmp/minco_candidate_preset_genus_xny_blend_20260629/hmp_airskin_gtdb_source_abundance.sample7.genus_xny_a0.25.tsv									hmp_airskin_gtdb_source_abundance								75.0	89.0	0.0	integrated wrapper candidate-surface normalized-depth-alpha2 abundance policy
9	default_candidate_preset_genus_xny_blend_a0.25			92	10	4	0.9019607843137255	0.9583333333333334	0.9292929292929293	27.866277408204766		0.9892575152963633					/tmp/minco_candidate_preset_genus_xny_blend_20260629/hmp_airskin_gtdb_source_abundance.sample9.genus_xny_a0.25.tsv									hmp_airskin_gtdb_source_abundance								96.0	102.0	0.0	integrated wrapper candidate-surface normalized-depth-alpha2 abundance policy
10	default_candidate_preset_genus_xny_blend_a0.25			63	6	6	0.9130434782608695	0.9130434782608695	0.9130434782608695	20.499727567380447		0.9886100972341607					/tmp/minco_candidate_preset_genus_xny_blend_20260629/hmp_airskin_gtdb_source_abundance.sample10.genus_xny_a0.25.tsv									hmp_airskin_gtdb_source_abundance								69.0	69.0	0.0	integrated wrapper candidate-surface normalized-depth-alpha2 abundance policy
11	default_candidate_preset_genus_xny_blend_a0.25			32	0	1	1.0	0.9696969696969697	0.9846153846153847	22.385006530453584		0.9406842090456798					/tmp/minco_candidate_preset_genus_xny_blend_20260629/hmp_airskin_gtdb_source_abundance.sample11.genus_xny_a0.25.tsv									hmp_airskin_gtdb_source_abundance								33.0	32.0	0.0	integrated wrapper candidate-surface normalized-depth-alpha2 abundance policy
13	default_candidate_preset_genus_xny_blend_a0.25			37	3	3	0.925	0.925	0.925	53.245940239343625		0.915827037343292					/tmp/minco_candidate_preset_genus_xny_blend_20260629/hmp_airskin_gtdb_source_abundance.sample13.genus_xny_a0.25.tsv									hmp_airskin_gtdb_source_abundance								40.0	40.0	0.0	integrated wrapper candidate-surface normalized-depth-alpha2 abundance policy
14	default_candidate_preset_genus_xny_blend_a0.25			27	5	1	0.84375	0.9642857142857143	0.8999999999999999	13.8776639030911		0.9989670000830061					/tmp/minco_candidate_preset_genus_xny_blend_20260629/hmp_airskin_gtdb_source_abundance.sample14.genus_xny_a0.25.tsv									hmp_airskin_gtdb_source_abundance								28.0	32.0	0.0	integrated wrapper candidate-surface normalized-depth-alpha2 abundance policy
15	default_candidate_preset_genus_xny_blend_a0.25			23	1	1	0.9583333333333334	0.9583333333333334	0.9583333333333334	8.195069977535857		0.9996774896776992					/tmp/minco_candidate_preset_genus_xny_blend_20260629/hmp_airskin_gtdb_source_abundance.sample15.genus_xny_a0.25.tsv									hmp_airskin_gtdb_source_abundance								24.0	24.0	0.0	integrated wrapper candidate-surface normalized-depth-alpha2 abundance policy
16	default_candidate_preset_genus_xny_blend_a0.25			10	0	0	1.0	1.0	1.0	6.613841407597433		0.9998478795453788					/tmp/minco_candidate_preset_genus_xny_blend_20260629/hmp_airskin_gtdb_source_abundance.sample16.genus_xny_a0.25.tsv									hmp_airskin_gtdb_source_abundance								10.0	10.0	0.0	integrated wrapper candidate-surface normalized-depth-alpha2 abundance policy
17	default_candidate_preset_genus_xny_blend_a0.25			46	27	0	0.6301369863013698	1.0	0.773109243697479	24.73049231783749		0.9964311987425926					/tmp/minco_candidate_preset_genus_xny_blend_20260629/hmp_airskin_gtdb_source_abundance.sample17.genus_xny_a0.25.tsv									hmp_airskin_gtdb_source_abundance								46.0	73.0	0.0	integrated wrapper candidate-surface normalized-depth-alpha2 abundance policy
18	default_candidate_preset_genus_xny_blend_a0.25			26	1	1	0.9629629629629629	0.9629629629629629	0.9629629629629629	11.08866627867543		0.9953827242304079					/tmp/minco_candidate_preset_genus_xny_blend_20260629/hmp_airskin_gtdb_source_abundance.sample18.genus_xny_a0.25.tsv									hmp_airskin_gtdb_source_abundance								27.0	27.0	0.0	integrated wrapper candidate-surface normalized-depth-alpha2 abundance policy
19	default_candidate_preset_genus_xny_blend_a0.25			107	44	4	0.7086092715231788	0.963963963963964	0.816793893129771	35.5584317312147		0.9683370082135552					/tmp/minco_candidate_preset_genus_xny_blend_20260629/hmp_airskin_gtdb_source_abundance.sample19.genus_xny_a0.25.tsv									hmp_airskin_gtdb_source_abundance								111.0	151.0	0.0	integrated wrapper candidate-surface normalized-depth-alpha2 abundance policy
20	default_candidate_preset_genus_xny_blend_a0.25			76	30	3	0.7169811320754716	0.9620253164556962	0.8216216216216216	24.773445263363822		0.9916902232545614					/tmp/minco_candidate_preset_genus_xny_blend_20260629/hmp_airskin_gtdb_source_abundance.sample20.genus_xny_a0.25.tsv									hmp_airskin_gtdb_source_abundance								79.0	106.0	0.0	integrated wrapper candidate-surface normalized-depth-alpha2 abundance policy
21	default_candidate_preset_genus_xny_blend_a0.25			33	8	1	0.8048780487804879	0.9705882352941176	0.8800000000000001	30.87640749209572		0.9742955163578446					/tmp/minco_candidate_preset_genus_xny_blend_20260629/hmp_airskin_gtdb_source_abundance.sample21.genus_xny_a0.25.tsv									hmp_airskin_gtdb_source_abundance								34.0	41.0	0.0	integrated wrapper candidate-surface normalized-depth-alpha2 abundance policy
22	default_candidate_preset_genus_xny_blend_a0.25			19	19	2	0.5	0.9047619047619048	0.6440677966101696	20.53493749399841		0.9886850313482791					/tmp/minco_candidate_preset_genus_xny_blend_20260629/hmp_airskin_gtdb_source_abundance.sample22.genus_xny_a0.25.tsv									hmp_airskin_gtdb_source_abundance								21.0	38.0	0.0	integrated wrapper candidate-surface normalized-depth-alpha2 abundance policy
23	default_candidate_preset_genus_xny_blend_a0.25			31	5	2	0.8611111111111112	0.9393939393939394	0.8985507246376813	28.335925834826874		0.9845575487159421					/tmp/minco_candidate_preset_genus_xny_blend_20260629/hmp_airskin_gtdb_source_abundance.sample23.genus_xny_a0.25.tsv									hmp_airskin_gtdb_source_abundance								33.0	36.0	0.0	integrated wrapper candidate-surface normalized-depth-alpha2 abundance policy
24	default_candidate_preset_genus_xny_blend_a0.25			26	1	3	0.9629629629629629	0.896551724137931	0.9285714285714286	13.485920087812882		0.9954675295585106					/tmp/minco_candidate_preset_genus_xny_blend_20260629/hmp_airskin_gtdb_source_abundance.sample24.genus_xny_a0.25.tsv									hmp_airskin_gtdb_source_abundance								29.0	27.0	0.0	integrated wrapper candidate-surface normalized-depth-alpha2 abundance policy
25	default_candidate_preset_genus_xny_blend_a0.25			46	31	3	0.5974025974025974	0.9387755102040817	0.73015873015873	21.832471216862466		0.9889335131607652					/tmp/minco_candidate_preset_genus_xny_blend_20260629/hmp_airskin_gtdb_source_abundance.sample25.genus_xny_a0.25.tsv									hmp_airskin_gtdb_source_abundance								49.0	77.0	0.0	integrated wrapper candidate-surface normalized-depth-alpha2 abundance policy
28	default_candidate_preset_genus_xny_blend_a0.25			12	3	0	0.8	1.0	0.888888888888889	17.59054866407625		0.9909391522660144					/tmp/minco_candidate_preset_genus_xny_blend_20260629/hmp_airskin_gtdb_source_abundance.sample28.genus_xny_a0.25.tsv									hmp_airskin_gtdb_source_abundance								12.0	15.0	0.0	integrated wrapper candidate-surface normalized-depth-alpha2 abundance policy
0	default_candidate_preset_genus_xny_blend_a0.25			33	2	1	0.9428571428571428	0.9705882352941176	0.9565217391304348	15.14143922284759		0.9810914837075111					/tmp/minco_candidate_preset_genus_xny_blend_20260629/hmp_gastrooral_gtdb_source_abundance.sample0.genus_xny_a0.25.tsv									hmp_gastrooral_gtdb_source_abundance								34.0	35.0	0.0	integrated wrapper candidate-surface normalized-depth-alpha2 abundance policy
6	default_candidate_preset_genus_xny_blend_a0.25			45	7	2	0.8653846153846154	0.9574468085106383	0.9090909090909091	77.22205844104903		0.815429023588252					/tmp/minco_candidate_preset_genus_xny_blend_20260629/hmp_gastrooral_gtdb_source_abundance.sample6.genus_xny_a0.25.tsv									hmp_gastrooral_gtdb_source_abundance								47.0	52.0	0.0	integrated wrapper candidate-surface normalized-depth-alpha2 abundance policy
