panel	sample	method	delta_F1	delta_L1_union_pp	delta_Pearson_union	TP_delta	FP_delta	FN_delta	rescued_species	rescued_TP	rescued_FP
hmp_airskin_gtdb_source_abundance	23	raw_ani0.97_xny100_breadth0.50	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	23	raw_ani0.97_xny250_breadth0.05	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	23	raw_ani0.97_xny250_breadth0.10	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	23	raw_ani0.97_xny250_breadth0.20	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	23	raw_ani0.97_xny250_breadth0.30	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	23	raw_ani0.97_xny250_breadth0.50	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	23	raw_ani0.97_xny500_breadth0.05	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	23	raw_ani0.97_xny500_breadth0.10	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	23	raw_ani0.97_xny500_breadth0.20	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	23	raw_ani0.97_xny500_breadth0.30	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	23	raw_ani0.97_xny500_breadth0.50	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	23	raw_ani0.97_xny650_breadth0.05	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	23	raw_ani0.97_xny650_breadth0.10	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	23	raw_ani0.97_xny650_breadth0.20	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	23	raw_ani0.97_xny650_breadth0.30	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	23	raw_ani0.97_xny650_breadth0.50	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	23	raw_ani0.93_xny500_breadth0.20_depth2	0.015734989648032993	0.0	0.0	1	0	-1	1	1	0
hmp_airskin_gtdb_source_abundance	23	raw_ani0.93_xny500_breadth0.20_depth5	0.015734989648032993	0.0	0.0	1	0	-1	1	1	0
hmp_airskin_gtdb_source_abundance	23	raw_ani0.93_xny500_breadth0.30_depth2	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	23	raw_ani0.93_xny500_breadth0.30_depth5	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	23	raw_ani0.93_xny650_breadth0.20_depth2	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	23	raw_ani0.93_xny650_breadth0.20_depth5	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	23	raw_ani0.93_xny650_breadth0.30_depth2	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	23	raw_ani0.93_xny650_breadth0.30_depth5	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	23	raw_ani0.95_xny500_breadth0.20_depth2	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	23	raw_ani0.95_xny500_breadth0.20_depth5	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	23	raw_ani0.95_xny500_breadth0.30_depth2	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	23	raw_ani0.95_xny500_breadth0.30_depth5	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	23	raw_ani0.95_xny650_breadth0.20_depth2	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	23	raw_ani0.95_xny650_breadth0.20_depth5	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	23	raw_ani0.95_xny650_breadth0.30_depth2	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	23	raw_ani0.95_xny650_breadth0.30_depth5	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	24	raw_default_major	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	24	raw_ani0.93_xny100_breadth0.05	-0.02020202020202011	0.0	0.0001185781296676458	3	5	-3	8	3	5
hmp_airskin_gtdb_source_abundance	24	raw_ani0.93_xny100_breadth0.10	-0.02020202020202011	0.0	0.0001185781296676458	3	5	-3	8	3	5
hmp_airskin_gtdb_source_abundance	24	raw_ani0.93_xny100_breadth0.20	-0.02020202020202011	0.0	0.0001185781296676458	3	5	-3	8	3	5
hmp_airskin_gtdb_source_abundance	24	raw_ani0.93_xny100_breadth0.30	0.0031897926634769647	0.0	2.6628473340783998e-05	1	1	-1	2	1	1
hmp_airskin_gtdb_source_abundance	24	raw_ani0.93_xny100_breadth0.50	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	24	raw_ani0.93_xny250_breadth0.05	-0.02020202020202011	0.0	0.0001185781296676458	3	5	-3	8	3	5
hmp_airskin_gtdb_source_abundance	24	raw_ani0.93_xny250_breadth0.10	-0.02020202020202011	0.0	0.0001185781296676458	3	5	-3	8	3	5
hmp_airskin_gtdb_source_abundance	24	raw_ani0.93_xny250_breadth0.20	-0.02020202020202011	0.0	0.0001185781296676458	3	5	-3	8	3	5
hmp_airskin_gtdb_source_abundance	24	raw_ani0.93_xny250_breadth0.30	0.0031897926634769647	0.0	2.6628473340783998e-05	1	1	-1	2	1	1
hmp_airskin_gtdb_source_abundance	24	raw_ani0.93_xny250_breadth0.50	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	24	raw_ani0.93_xny500_breadth0.05	0.00894187779433675	0.0	7.529742017675645e-05	3	3	-3	6	3	3
hmp_airskin_gtdb_source_abundance	24	raw_ani0.93_xny500_breadth0.10	0.00894187779433675	0.0	7.529742017675645e-05	3	3	-3	6	3	3
hmp_airskin_gtdb_source_abundance	24	raw_ani0.93_xny500_breadth0.20	0.00894187779433675	0.0	7.529742017675645e-05	3	3	-3	6	3	3
hmp_airskin_gtdb_source_abundance	24	raw_ani0.93_xny500_breadth0.30	0.0031897926634769647	0.0	2.6628473340783998e-05	1	1	-1	2	1	1
hmp_airskin_gtdb_source_abundance	24	raw_ani0.93_xny500_breadth0.50	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	24	raw_ani0.93_xny650_breadth0.05	0.03827751196172258	0.0	0.0	2	0	-2	2	2	0
hmp_airskin_gtdb_source_abundance	24	raw_ani0.93_xny650_breadth0.10	0.03827751196172258	0.0	0.0	2	0	-2	2	2	0
hmp_airskin_gtdb_source_abundance	24	raw_ani0.93_xny650_breadth0.20	0.03827751196172258	0.0	0.0	2	0	-2	2	2	0
hmp_airskin_gtdb_source_abundance	24	raw_ani0.93_xny650_breadth0.30	0.019480519480519543	0.0	0.0	1	0	-1	1	1	0
hmp_airskin_gtdb_source_abundance	24	raw_ani0.93_xny650_breadth0.50	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	24	raw_ani0.95_xny100_breadth0.05	0.019480519480519543	0.0	0.0	1	0	-1	1	1	0
hmp_airskin_gtdb_source_abundance	24	raw_ani0.95_xny100_breadth0.10	0.019480519480519543	0.0	0.0	1	0	-1	1	1	0
hmp_airskin_gtdb_source_abundance	24	raw_ani0.95_xny100_breadth0.20	0.019480519480519543	0.0	0.0	1	0	-1	1	1	0
hmp_airskin_gtdb_source_abundance	24	raw_ani0.95_xny100_breadth0.30	0.019480519480519543	0.0	0.0	1	0	-1	1	1	0
hmp_airskin_gtdb_source_abundance	24	raw_ani0.95_xny100_breadth0.50	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	24	raw_ani0.95_xny250_breadth0.05	0.019480519480519543	0.0	0.0	1	0	-1	1	1	0
hmp_airskin_gtdb_source_abundance	24	raw_ani0.95_xny250_breadth0.10	0.019480519480519543	0.0	0.0	1	0	-1	1	1	0
hmp_airskin_gtdb_source_abundance	24	raw_ani0.95_xny250_breadth0.20	0.019480519480519543	0.0	0.0	1	0	-1	1	1	0
hmp_airskin_gtdb_source_abundance	24	raw_ani0.95_xny250_breadth0.30	0.019480519480519543	0.0	0.0	1	0	-1	1	1	0
hmp_airskin_gtdb_source_abundance	24	raw_ani0.95_xny250_breadth0.50	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	24	raw_ani0.95_xny500_breadth0.05	0.019480519480519543	0.0	0.0	1	0	-1	1	1	0
hmp_airskin_gtdb_source_abundance	24	raw_ani0.95_xny500_breadth0.10	0.019480519480519543	0.0	0.0	1	0	-1	1	1	0
hmp_airskin_gtdb_source_abundance	24	raw_ani0.95_xny500_breadth0.20	0.019480519480519543	0.0	0.0	1	0	-1	1	1	0
hmp_airskin_gtdb_source_abundance	24	raw_ani0.95_xny500_breadth0.30	0.019480519480519543	0.0	0.0	1	0	-1	1	1	0
hmp_airskin_gtdb_source_abundance	24	raw_ani0.95_xny500_breadth0.50	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	24	raw_ani0.95_xny650_breadth0.05	0.019480519480519543	0.0	0.0	1	0	-1	1	1	0
hmp_airskin_gtdb_source_abundance	24	raw_ani0.95_xny650_breadth0.10	0.019480519480519543	0.0	0.0	1	0	-1	1	1	0
hmp_airskin_gtdb_source_abundance	24	raw_ani0.95_xny650_breadth0.20	0.019480519480519543	0.0	0.0	1	0	-1	1	1	0
hmp_airskin_gtdb_source_abundance	24	raw_ani0.95_xny650_breadth0.30	0.019480519480519543	0.0	0.0	1	0	-1	1	1	0
hmp_airskin_gtdb_source_abundance	24	raw_ani0.95_xny650_breadth0.50	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	24	raw_ani0.97_xny100_breadth0.05	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	24	raw_ani0.97_xny100_breadth0.10	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	24	raw_ani0.97_xny100_breadth0.20	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	24	raw_ani0.97_xny100_breadth0.30	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	24	raw_ani0.97_xny100_breadth0.50	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	24	raw_ani0.97_xny250_breadth0.05	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	24	raw_ani0.97_xny250_breadth0.10	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	24	raw_ani0.97_xny250_breadth0.20	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	24	raw_ani0.97_xny250_breadth0.30	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	24	raw_ani0.97_xny250_breadth0.50	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	24	raw_ani0.97_xny500_breadth0.05	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	24	raw_ani0.97_xny500_breadth0.10	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	24	raw_ani0.97_xny500_breadth0.20	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	24	raw_ani0.97_xny500_breadth0.30	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	24	raw_ani0.97_xny500_breadth0.50	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	24	raw_ani0.97_xny650_breadth0.05	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	24	raw_ani0.97_xny650_breadth0.10	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	24	raw_ani0.97_xny650_breadth0.20	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	24	raw_ani0.97_xny650_breadth0.30	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	24	raw_ani0.97_xny650_breadth0.50	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	24	raw_ani0.93_xny500_breadth0.20_depth2	0.00894187779433675	0.0	7.529742017675645e-05	3	3	-3	6	3	3
hmp_airskin_gtdb_source_abundance	24	raw_ani0.93_xny500_breadth0.20_depth5	0.00894187779433675	0.0	7.529742017675645e-05	3	3	-3	6	3	3
hmp_airskin_gtdb_source_abundance	24	raw_ani0.93_xny500_breadth0.30_depth2	0.0031897926634769647	0.0	2.6628473340783998e-05	1	1	-1	2	1	1
hmp_airskin_gtdb_source_abundance	24	raw_ani0.93_xny500_breadth0.30_depth5	0.0031897926634769647	0.0	2.6628473340783998e-05	1	1	-1	2	1	1
hmp_airskin_gtdb_source_abundance	24	raw_ani0.93_xny650_breadth0.20_depth2	0.03827751196172258	0.0	0.0	2	0	-2	2	2	0
hmp_airskin_gtdb_source_abundance	24	raw_ani0.93_xny650_breadth0.20_depth5	0.03827751196172258	0.0	0.0	2	0	-2	2	2	0
hmp_airskin_gtdb_source_abundance	24	raw_ani0.93_xny650_breadth0.30_depth2	0.019480519480519543	0.0	0.0	1	0	-1	1	1	0
hmp_airskin_gtdb_source_abundance	24	raw_ani0.93_xny650_breadth0.30_depth5	0.019480519480519543	0.0	0.0	1	0	-1	1	1	0
hmp_airskin_gtdb_source_abundance	24	raw_ani0.95_xny500_breadth0.20_depth2	0.019480519480519543	0.0	0.0	1	0	-1	1	1	0
hmp_airskin_gtdb_source_abundance	24	raw_ani0.95_xny500_breadth0.20_depth5	0.019480519480519543	0.0	0.0	1	0	-1	1	1	0
hmp_airskin_gtdb_source_abundance	24	raw_ani0.95_xny500_breadth0.30_depth2	0.019480519480519543	0.0	0.0	1	0	-1	1	1	0
hmp_airskin_gtdb_source_abundance	24	raw_ani0.95_xny500_breadth0.30_depth5	0.019480519480519543	0.0	0.0	1	0	-1	1	1	0
hmp_airskin_gtdb_source_abundance	24	raw_ani0.95_xny650_breadth0.20_depth2	0.019480519480519543	0.0	0.0	1	0	-1	1	1	0
hmp_airskin_gtdb_source_abundance	24	raw_ani0.95_xny650_breadth0.20_depth5	0.019480519480519543	0.0	0.0	1	0	-1	1	1	0
hmp_airskin_gtdb_source_abundance	24	raw_ani0.95_xny650_breadth0.30_depth2	0.019480519480519543	0.0	0.0	1	0	-1	1	1	0
hmp_airskin_gtdb_source_abundance	24	raw_ani0.95_xny650_breadth0.30_depth5	0.019480519480519543	0.0	0.0	1	0	-1	1	1	0
hmp_airskin_gtdb_source_abundance	25	raw_default_major	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	25	raw_ani0.93_xny100_breadth0.05	0.0030769230769231992	0.0	3.527562240790427e-05	2	3	-2	5	2	3
hmp_airskin_gtdb_source_abundance	25	raw_ani0.93_xny100_breadth0.10	0.0030769230769231992	0.0	3.527562240790427e-05	2	3	-2	5	2	3
hmp_airskin_gtdb_source_abundance	25	raw_ani0.93_xny100_breadth0.20	0.0030769230769231992	0.0	3.527562240790427e-05	2	3	-2	5	2	3
hmp_airskin_gtdb_source_abundance	25	raw_ani0.93_xny100_breadth0.30	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	25	raw_ani0.93_xny100_breadth0.50	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	25	raw_ani0.93_xny250_breadth0.05	0.0030769230769231992	0.0	3.527562240790427e-05	2	3	-2	5	2	3
hmp_airskin_gtdb_source_abundance	25	raw_ani0.93_xny250_breadth0.10	0.0030769230769231992	0.0	3.527562240790427e-05	2	3	-2	5	2	3
hmp_airskin_gtdb_source_abundance	25	raw_ani0.93_xny250_breadth0.20	0.0030769230769231992	0.0	3.527562240790427e-05	2	3	-2	5	2	3
hmp_airskin_gtdb_source_abundance	25	raw_ani0.93_xny250_breadth0.30	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	25	raw_ani0.93_xny250_breadth0.50	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	25	raw_ani0.93_xny500_breadth0.05	0.008682170542635759	0.0	2.3760100043568322e-05	2	2	-2	4	2	2
hmp_airskin_gtdb_source_abundance	25	raw_ani0.93_xny500_breadth0.10	0.008682170542635759	0.0	2.3760100043568322e-05	2	2	-2	4	2	2
hmp_airskin_gtdb_source_abundance	25	raw_ani0.93_xny500_breadth0.20	0.008682170542635759	0.0	2.3760100043568322e-05	2	2	-2	4	2	2
hmp_airskin_gtdb_source_abundance	25	raw_ani0.93_xny500_breadth0.30	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	25	raw_ani0.93_xny500_breadth0.50	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	25	raw_ani0.93_xny650_breadth0.05	0.010158730158730034	0.0	0.0	1	0	-1	1	1	0
hmp_airskin_gtdb_source_abundance	25	raw_ani0.93_xny650_breadth0.10	0.010158730158730034	0.0	0.0	1	0	-1	1	1	0
hmp_airskin_gtdb_source_abundance	25	raw_ani0.93_xny650_breadth0.20	0.010158730158730034	0.0	0.0	1	0	-1	1	1	0
hmp_airskin_gtdb_source_abundance	25	raw_ani0.93_xny650_breadth0.30	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	25	raw_ani0.93_xny650_breadth0.50	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	25	raw_ani0.95_xny100_breadth0.05	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	25	raw_ani0.95_xny100_breadth0.10	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	25	raw_ani0.95_xny100_breadth0.20	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	25	raw_ani0.95_xny100_breadth0.30	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	25	raw_ani0.95_xny100_breadth0.50	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	25	raw_ani0.95_xny250_breadth0.05	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	25	raw_ani0.95_xny250_breadth0.10	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	25	raw_ani0.95_xny250_breadth0.20	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	25	raw_ani0.95_xny250_breadth0.30	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	25	raw_ani0.95_xny250_breadth0.50	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	25	raw_ani0.95_xny500_breadth0.05	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	25	raw_ani0.95_xny500_breadth0.10	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	25	raw_ani0.95_xny500_breadth0.20	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	25	raw_ani0.95_xny500_breadth0.30	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	25	raw_ani0.95_xny500_breadth0.50	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	25	raw_ani0.95_xny650_breadth0.05	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	25	raw_ani0.95_xny650_breadth0.10	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	25	raw_ani0.95_xny650_breadth0.20	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	25	raw_ani0.95_xny650_breadth0.30	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	25	raw_ani0.95_xny650_breadth0.50	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	25	raw_ani0.97_xny100_breadth0.05	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	25	raw_ani0.97_xny100_breadth0.10	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	25	raw_ani0.97_xny100_breadth0.20	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	25	raw_ani0.97_xny100_breadth0.30	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	25	raw_ani0.97_xny100_breadth0.50	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	25	raw_ani0.97_xny250_breadth0.05	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	25	raw_ani0.97_xny250_breadth0.10	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	25	raw_ani0.97_xny250_breadth0.20	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	25	raw_ani0.97_xny250_breadth0.30	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	25	raw_ani0.97_xny250_breadth0.50	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	25	raw_ani0.97_xny500_breadth0.05	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	25	raw_ani0.97_xny500_breadth0.10	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	25	raw_ani0.97_xny500_breadth0.20	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	25	raw_ani0.97_xny500_breadth0.30	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	25	raw_ani0.97_xny500_breadth0.50	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	25	raw_ani0.97_xny650_breadth0.05	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	25	raw_ani0.97_xny650_breadth0.10	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	25	raw_ani0.97_xny650_breadth0.20	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	25	raw_ani0.97_xny650_breadth0.30	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	25	raw_ani0.97_xny650_breadth0.50	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	25	raw_ani0.93_xny500_breadth0.20_depth2	0.008682170542635759	0.0	2.3760100043568322e-05	2	2	-2	4	2	2
hmp_airskin_gtdb_source_abundance	25	raw_ani0.93_xny500_breadth0.20_depth5	-0.0012499999999999734	0.0	2.3760100043568322e-05	1	2	-1	3	1	2
hmp_airskin_gtdb_source_abundance	25	raw_ani0.93_xny500_breadth0.30_depth2	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	25	raw_ani0.93_xny500_breadth0.30_depth5	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	25	raw_ani0.93_xny650_breadth0.20_depth2	0.010158730158730034	0.0	0.0	1	0	-1	1	1	0
hmp_airskin_gtdb_source_abundance	25	raw_ani0.93_xny650_breadth0.20_depth5	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	25	raw_ani0.93_xny650_breadth0.30_depth2	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	25	raw_ani0.93_xny650_breadth0.30_depth5	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	25	raw_ani0.95_xny500_breadth0.20_depth2	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	25	raw_ani0.95_xny500_breadth0.20_depth5	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	25	raw_ani0.95_xny500_breadth0.30_depth2	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	25	raw_ani0.95_xny500_breadth0.30_depth5	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	25	raw_ani0.95_xny650_breadth0.20_depth2	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	25	raw_ani0.95_xny650_breadth0.20_depth5	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	25	raw_ani0.95_xny650_breadth0.30_depth2	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	25	raw_ani0.95_xny650_breadth0.30_depth5	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	28	raw_default_major	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	28	raw_ani0.93_xny100_breadth0.05	-0.06130268199233724	0.0	0.000193527386946446	0	2	0	2	0	2
hmp_airskin_gtdb_source_abundance	28	raw_ani0.93_xny100_breadth0.10	-0.06130268199233724	0.0	0.000193527386946446	0	2	0	2	0	2
hmp_airskin_gtdb_source_abundance	28	raw_ani0.93_xny100_breadth0.20	-0.06130268199233724	0.0	0.000193527386946446	0	2	0	2	0	2
hmp_airskin_gtdb_source_abundance	28	raw_ani0.93_xny100_breadth0.30	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	28	raw_ani0.93_xny100_breadth0.50	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	28	raw_ani0.93_xny250_breadth0.05	-0.06130268199233724	0.0	0.000193527386946446	0	2	0	2	0	2
hmp_airskin_gtdb_source_abundance	28	raw_ani0.93_xny250_breadth0.10	-0.06130268199233724	0.0	0.000193527386946446	0	2	0	2	0	2
hmp_airskin_gtdb_source_abundance	28	raw_ani0.93_xny250_breadth0.20	-0.06130268199233724	0.0	0.000193527386946446	0	2	0	2	0	2
hmp_airskin_gtdb_source_abundance	28	raw_ani0.93_xny250_breadth0.30	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	28	raw_ani0.93_xny250_breadth0.50	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	28	raw_ani0.93_xny500_breadth0.05	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	28	raw_ani0.93_xny500_breadth0.10	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	28	raw_ani0.93_xny500_breadth0.20	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	28	raw_ani0.93_xny500_breadth0.30	0.0	0.0	0.0	0	0	0	0	0	0
