method	panels	mean_panel_pooled_F1	mean_panel_official_L1_pp	mean_panel_Pearson_union	total_TP	total_FP	total_FN	total_rescued_TP	total_rescued_FP	mean_delta_F1	min_delta_F1	mean_delta_L1_pp	total_TP_delta	total_FP_delta	total_FN_delta	improved_samples_F1	worsened_samples_F1	unchanged_samples_F1	worsened_panels_F1
cross_rescue_ani0.95_xny300_br0.2_af0.1_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.86605672273441	37.0063459363136	0.9188808707914341	1745	405	194	18	17	0.001286973983211561	-0.014061562205264444	0.0	18.0	17.0	-18.0	9.0	2.0	21.0	0.0
cross_rescue_ani0.95_xny300_br0.2_af0.3_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.86605672273441	37.0063459363136	0.9188808707914341	1745	405	194	18	17	0.001286973983211561	-0.014061562205264444	0.0	18.0	17.0	-18.0	9.0	2.0	21.0	0.0
cross_rescue_ani0.95_xny300_br0.2_af0.5_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8688914383999713	37.0063459363136	0.9187756523654473	1741	394	198	14	6	0.002142921827100998	-0.004417320546352688	0.0	14.0	6.0	-14.0	9.0	2.0	21.0	0.0
cross_rescue_ani0.95_xny300_br0.2_af0.7_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8698276945558381	37.0063459363136	0.9186780411220128	1737	388	202	10	0	0.003423001608545931	0.0	0.0	10.0	0.0	-10.0	8.0	0.0	24.0	0.0
cross_rescue_ani0.95_xny300_br0.2_af0.9_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8655897841967835	37.0063459363136	0.9186780411220128	1728	388	211	1	0	0.00047953964194373533	0.0	0.0	1.0	0.0	-1.0	1.0	0.0	31.0	0.0
cross_rescue_ani0.95_xny300_br0.3_af0.1_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8695991701491184	37.0063459363136	0.9187707082638791	1742	394	197	15	6	0.002468783578730125	-0.004417320546352688	0.0	15.0	6.0	-15.0	9.0	2.0	21.0	0.0
cross_rescue_ani0.95_xny300_br0.3_af0.3_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8695991701491184	37.0063459363136	0.9187707082638791	1742	394	197	15	6	0.002468783578730125	-0.004417320546352688	0.0	15.0	6.0	-15.0	9.0	2.0	21.0	0.0
cross_rescue_ani0.95_xny300_br0.3_af0.5_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.86957415212484	37.0063459363136	0.9187350750485594	1740	391	199	13	3	0.0024271715823206523	-0.004417320546352688	0.0	13.0	3.0	-13.0	9.0	1.0	22.0	0.0
cross_rescue_ani0.95_xny300_br0.3_af0.7_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8698276945558381	37.0063459363136	0.9186780411220128	1737	388	202	10	0	0.003423001608545931	0.0	0.0	10.0	0.0	-10.0	8.0	0.0	24.0	0.0
cross_rescue_ani0.95_xny300_br0.3_af0.9_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8655897841967835	37.0063459363136	0.9186780411220128	1728	388	211	1	0	0.00047953964194373533	0.0	0.0	1.0	0.0	-1.0	1.0	0.0	31.0	0.0
cross_rescue_ani0.95_xny300_br0.5_af0.1_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8671937191839519	37.0063459363136	0.9186780411220128	1729	388	210	2	0	0.0008274060612387252	0.0	0.0	2.0	0.0	-2.0	2.0	0.0	30.0	0.0
cross_rescue_ani0.95_xny300_br0.5_af0.3_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8671937191839519	37.0063459363136	0.9186780411220128	1729	388	210	2	0	0.0008274060612387252	0.0	0.0	2.0	0.0	-2.0	2.0	0.0	30.0	0.0
cross_rescue_ani0.95_xny300_br0.5_af0.5_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8671937191839519	37.0063459363136	0.9186780411220128	1729	388	210	2	0	0.0008274060612387252	0.0	0.0	2.0	0.0	-2.0	2.0	0.0	30.0	0.0
cross_rescue_ani0.95_xny300_br0.5_af0.7_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8671937191839519	37.0063459363136	0.9186780411220128	1729	388	210	2	0	0.0008274060612387252	0.0	0.0	2.0	0.0	-2.0	2.0	0.0	30.0	0.0
cross_rescue_ani0.95_xny300_br0.5_af0.9_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8655897841967835	37.0063459363136	0.9186780411220128	1728	388	211	1	0	0.00047953964194373533	0.0	0.0	1.0	0.0	-1.0	1.0	0.0	31.0	0.0
cross_rescue_ani0.95_xny500_br0.01_af0.1_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8682229945214052	37.0063459363136	0.9188111445210648	1741	396	198	14	8	0.0018756815102167132	-0.004417320546352688	0.0	14.0	8.0	-14.0	9.0	2.0	21.0	0.0
cross_rescue_ani0.95_xny500_br0.01_af0.3_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8682229945214052	37.0063459363136	0.9188111445210648	1741	396	198	14	8	0.0018756815102167132	-0.004417320546352688	0.0	14.0	8.0	-14.0	9.0	2.0	21.0	0.0
cross_rescue_ani0.95_xny500_br0.01_af0.5_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8682229945214052	37.0063459363136	0.9188111445210648	1741	396	198	14	8	0.0018756815102167132	-0.004417320546352688	0.0	14.0	8.0	-14.0	9.0	2.0	21.0	0.0
cross_rescue_ani0.95_xny500_br0.01_af0.7_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8698276945558381	37.0063459363136	0.9186780411220128	1737	388	202	10	0	0.003423001608545931	0.0	0.0	10.0	0.0	-10.0	8.0	0.0	24.0	0.0
cross_rescue_ani0.95_xny500_br0.01_af0.9_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8655897841967835	37.0063459363136	0.9186780411220128	1728	388	211	1	0	0.00047953964194373533	0.0	0.0	1.0	0.0	-1.0	1.0	0.0	31.0	0.0
cross_rescue_ani0.95_xny500_br0.05_af0.1_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8682229945214052	37.0063459363136	0.9188111445210648	1741	396	198	14	8	0.0018756815102167132	-0.004417320546352688	0.0	14.0	8.0	-14.0	9.0	2.0	21.0	0.0
cross_rescue_ani0.95_xny500_br0.05_af0.3_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8682229945214052	37.0063459363136	0.9188111445210648	1741	396	198	14	8	0.0018756815102167132	-0.004417320546352688	0.0	14.0	8.0	-14.0	9.0	2.0	21.0	0.0
cross_rescue_ani0.95_xny500_br0.05_af0.5_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8682229945214052	37.0063459363136	0.9188111445210648	1741	396	198	14	8	0.0018756815102167132	-0.004417320546352688	0.0	14.0	8.0	-14.0	9.0	2.0	21.0	0.0
cross_rescue_ani0.95_xny500_br0.05_af0.7_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8698276945558381	37.0063459363136	0.9186780411220128	1737	388	202	10	0	0.003423001608545931	0.0	0.0	10.0	0.0	-10.0	8.0	0.0	24.0	0.0
cross_rescue_ani0.95_xny500_br0.05_af0.9_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8655897841967835	37.0063459363136	0.9186780411220128	1728	388	211	1	0	0.00047953964194373533	0.0	0.0	1.0	0.0	-1.0	1.0	0.0	31.0	0.0
cross_rescue_ani0.95_xny500_br0.15_af0.1_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8682229945214052	37.0063459363136	0.9188111445210648	1741	396	198	14	8	0.0018756815102167132	-0.004417320546352688	0.0	14.0	8.0	-14.0	9.0	2.0	21.0	0.0
cross_rescue_ani0.95_xny500_br0.15_af0.3_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8682229945214052	37.0063459363136	0.9188111445210648	1741	396	198	14	8	0.0018756815102167132	-0.004417320546352688	0.0	14.0	8.0	-14.0	9.0	2.0	21.0	0.0
cross_rescue_ani0.95_xny500_br0.15_af0.5_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8682229945214052	37.0063459363136	0.9188111445210648	1741	396	198	14	8	0.0018756815102167132	-0.004417320546352688	0.0	14.0	8.0	-14.0	9.0	2.0	21.0	0.0
cross_rescue_ani0.95_xny500_br0.15_af0.7_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8698276945558381	37.0063459363136	0.9186780411220128	1737	388	202	10	0	0.003423001608545931	0.0	0.0	10.0	0.0	-10.0	8.0	0.0	24.0	0.0
cross_rescue_ani0.95_xny500_br0.15_af0.9_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8655897841967835	37.0063459363136	0.9186780411220128	1728	388	211	1	0	0.00047953964194373533	0.0	0.0	1.0	0.0	-1.0	1.0	0.0	31.0	0.0
cross_rescue_ani0.95_xny500_br0.1_af0.1_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8682229945214052	37.0063459363136	0.9188111445210648	1741	396	198	14	8	0.0018756815102167132	-0.004417320546352688	0.0	14.0	8.0	-14.0	9.0	2.0	21.0	0.0
cross_rescue_ani0.95_xny500_br0.1_af0.3_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8682229945214052	37.0063459363136	0.9188111445210648	1741	396	198	14	8	0.0018756815102167132	-0.004417320546352688	0.0	14.0	8.0	-14.0	9.0	2.0	21.0	0.0
cross_rescue_ani0.95_xny500_br0.1_af0.5_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8682229945214052	37.0063459363136	0.9188111445210648	1741	396	198	14	8	0.0018756815102167132	-0.004417320546352688	0.0	14.0	8.0	-14.0	9.0	2.0	21.0	0.0
cross_rescue_ani0.95_xny500_br0.1_af0.7_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8698276945558381	37.0063459363136	0.9186780411220128	1737	388	202	10	0	0.003423001608545931	0.0	0.0	10.0	0.0	-10.0	8.0	0.0	24.0	0.0
cross_rescue_ani0.95_xny500_br0.1_af0.9_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8655897841967835	37.0063459363136	0.9186780411220128	1728	388	211	1	0	0.00047953964194373533	0.0	0.0	1.0	0.0	-1.0	1.0	0.0	31.0	0.0
cross_rescue_ani0.95_xny500_br0.2_af0.1_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8688914383999713	37.0063459363136	0.9187756523654473	1741	394	198	14	6	0.002142921827100998	-0.004417320546352688	0.0	14.0	6.0	-14.0	9.0	2.0	21.0	0.0
cross_rescue_ani0.95_xny500_br0.2_af0.3_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8688914383999713	37.0063459363136	0.9187756523654473	1741	394	198	14	6	0.002142921827100998	-0.004417320546352688	0.0	14.0	6.0	-14.0	9.0	2.0	21.0	0.0
cross_rescue_ani0.95_xny500_br0.2_af0.5_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8688914383999713	37.0063459363136	0.9187756523654473	1741	394	198	14	6	0.002142921827100998	-0.004417320546352688	0.0	14.0	6.0	-14.0	9.0	2.0	21.0	0.0
cross_rescue_ani0.95_xny500_br0.2_af0.7_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8698276945558381	37.0063459363136	0.9186780411220128	1737	388	202	10	0	0.003423001608545931	0.0	0.0	10.0	0.0	-10.0	8.0	0.0	24.0	0.0
cross_rescue_ani0.95_xny500_br0.2_af0.9_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8655897841967835	37.0063459363136	0.9186780411220128	1728	388	211	1	0	0.00047953964194373533	0.0	0.0	1.0	0.0	-1.0	1.0	0.0	31.0	0.0
cross_rescue_ani0.95_xny500_br0.3_af0.1_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.86957415212484	37.0063459363136	0.9187350750485594	1740	391	199	13	3	0.0024271715823206523	-0.004417320546352688	0.0	13.0	3.0	-13.0	9.0	1.0	22.0	0.0
cross_rescue_ani0.95_xny500_br0.3_af0.3_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.86957415212484	37.0063459363136	0.9187350750485594	1740	391	199	13	3	0.0024271715823206523	-0.004417320546352688	0.0	13.0	3.0	-13.0	9.0	1.0	22.0	0.0
cross_rescue_ani0.95_xny500_br0.3_af0.5_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.86957415212484	37.0063459363136	0.9187350750485594	1740	391	199	13	3	0.0024271715823206523	-0.004417320546352688	0.0	13.0	3.0	-13.0	9.0	1.0	22.0	0.0
cross_rescue_ani0.95_xny500_br0.3_af0.7_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8698276945558381	37.0063459363136	0.9186780411220128	1737	388	202	10	0	0.003423001608545931	0.0	0.0	10.0	0.0	-10.0	8.0	0.0	24.0	0.0
cross_rescue_ani0.95_xny500_br0.3_af0.9_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8655897841967835	37.0063459363136	0.9186780411220128	1728	388	211	1	0	0.00047953964194373533	0.0	0.0	1.0	0.0	-1.0	1.0	0.0	31.0	0.0
cross_rescue_ani0.95_xny500_br0.5_af0.1_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8671937191839519	37.0063459363136	0.9186780411220128	1729	388	210	2	0	0.0008274060612387252	0.0	0.0	2.0	0.0	-2.0	2.0	0.0	30.0	0.0
cross_rescue_ani0.95_xny500_br0.5_af0.3_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8671937191839519	37.0063459363136	0.9186780411220128	1729	388	210	2	0	0.0008274060612387252	0.0	0.0	2.0	0.0	-2.0	2.0	0.0	30.0	0.0
cross_rescue_ani0.95_xny500_br0.5_af0.5_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8671937191839519	37.0063459363136	0.9186780411220128	1729	388	210	2	0	0.0008274060612387252	0.0	0.0	2.0	0.0	-2.0	2.0	0.0	30.0	0.0
cross_rescue_ani0.95_xny500_br0.5_af0.7_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8671937191839519	37.0063459363136	0.9186780411220128	1729	388	210	2	0	0.0008274060612387252	0.0	0.0	2.0	0.0	-2.0	2.0	0.0	30.0	0.0
cross_rescue_ani0.95_xny500_br0.5_af0.9_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8655897841967835	37.0063459363136	0.9186780411220128	1728	388	211	1	0	0.00047953964194373533	0.0	0.0	1.0	0.0	-1.0	1.0	0.0	31.0	0.0
cross_rescue_ani0.95_xny50_br0.01_af0.1_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8109069175690387	37.0063459363136	0.9198949862093361	1752	582	187	25	194	-0.03253484054061971	-0.3109311740890689	0.0	25.0	194.0	-25.0	4.0	11.0	17.0	4.0
cross_rescue_ani0.95_xny50_br0.01_af0.3_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8456173772728198	37.0063459363136	0.919193160022941	1746	447	193	19	59	-0.008898910393987838	-0.0832069339111593	0.0	19.0	59.0	-19.0	5.0	7.0	20.0	3.0
cross_rescue_ani0.95_xny50_br0.01_af0.5_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8682229945214052	37.0063459363136	0.9188111445210648	1741	396	198	14	8	0.0018756815102167132	-0.004417320546352688	0.0	14.0	8.0	-14.0	9.0	2.0	21.0	0.0
cross_rescue_ani0.95_xny50_br0.01_af0.7_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8698276945558381	37.0063459363136	0.9186780411220128	1737	388	202	10	0	0.003423001608545931	0.0	0.0	10.0	0.0	-10.0	8.0	0.0	24.0	0.0
cross_rescue_ani0.95_xny50_br0.01_af0.9_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8655897841967835	37.0063459363136	0.9186780411220128	1728	388	211	1	0	0.00047953964194373533	0.0	0.0	1.0	0.0	-1.0	1.0	0.0	31.0	0.0
cross_rescue_ani0.95_xny50_br0.05_af0.1_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8261786860208981	37.0063459363136	0.9196051164632467	1751	510	188	24	122	-0.020694078303281346	-0.16410256410256419	0.0	24.0	122.0	-24.0	5.0	10.0	17.0	4.0
cross_rescue_ani0.95_xny50_br0.05_af0.3_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8463129293640358	37.0063459363136	0.9191812850103945	1746	444	193	19	56	-0.008269827689136144	-0.07977736549165115	0.0	19.0	56.0	-19.0	5.0	7.0	20.0	3.0
cross_rescue_ani0.95_xny50_br0.05_af0.5_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8682229945214052	37.0063459363136	0.9188111445210648	1741	396	198	14	8	0.0018756815102167132	-0.004417320546352688	0.0	14.0	8.0	-14.0	9.0	2.0	21.0	0.0
cross_rescue_ani0.95_xny50_br0.05_af0.7_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8698276945558381	37.0063459363136	0.9186780411220128	1737	388	202	10	0	0.003423001608545931	0.0	0.0	10.0	0.0	-10.0	8.0	0.0	24.0	0.0
cross_rescue_ani0.95_xny50_br0.05_af0.9_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8655897841967835	37.0063459363136	0.9186780411220128	1728	388	211	1	0	0.00047953964194373533	0.0	0.0	1.0	0.0	-1.0	1.0	0.0	31.0	0.0
cross_rescue_ani0.95_xny50_br0.15_af0.1_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8560166326815208	37.0063459363136	0.9190105354798414	1747	423	192	20	35	-0.0019470593644035916	-0.04081632653061218	0.0	20.0	35.0	-20.0	7.0	6.0	19.0	2.0
cross_rescue_ani0.95_xny50_br0.15_af0.3_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8565192439952511	37.0063459363136	0.918998197862857	1745	420	194	18	32	-0.0020013922003736216	-0.04081632653061218	0.0	18.0	32.0	-18.0	5.0	6.0	21.0	3.0
cross_rescue_ani0.95_xny50_br0.15_af0.5_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8682229945214052	37.0063459363136	0.9188111445210648	1741	396	198	14	8	0.0018756815102167132	-0.004417320546352688	0.0	14.0	8.0	-14.0	9.0	2.0	21.0	0.0
cross_rescue_ani0.95_xny50_br0.15_af0.7_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8698276945558381	37.0063459363136	0.9186780411220128	1737	388	202	10	0	0.003423001608545931	0.0	0.0	10.0	0.0	-10.0	8.0	0.0	24.0	0.0
cross_rescue_ani0.95_xny50_br0.15_af0.9_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8655897841967835	37.0063459363136	0.9186780411220128	1728	388	211	1	0	0.00047953964194373533	0.0	0.0	1.0	0.0	-1.0	1.0	0.0	31.0	0.0
cross_rescue_ani0.95_xny50_br0.1_af0.1_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8461466771154096	37.0063459363136	0.9192849106734998	1747	454	192	20	66	-0.010654397632131364	-0.11698717948717952	0.0	20.0	66.0	-20.0	7.0	8.0	17.0	3.0
cross_rescue_ani0.95_xny50_br0.1_af0.3_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8520044561173323	37.0063459363136	0.9191478842439076	1745	435	194	18	47	-0.00621637182094158	-0.0726351351351352	0.0	18.0	47.0	-18.0	5.0	7.0	20.0	3.0
cross_rescue_ani0.95_xny50_br0.1_af0.5_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8682229945214052	37.0063459363136	0.9188111445210648	1741	396	198	14	8	0.0018756815102167132	-0.004417320546352688	0.0	14.0	8.0	-14.0	9.0	2.0	21.0	0.0
cross_rescue_ani0.95_xny50_br0.1_af0.7_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8698276945558381	37.0063459363136	0.9186780411220128	1737	388	202	10	0	0.003423001608545931	0.0	0.0	10.0	0.0	-10.0	8.0	0.0	24.0	0.0
cross_rescue_ani0.95_xny50_br0.1_af0.9_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8655897841967835	37.0063459363136	0.9186780411220128	1728	388	211	1	0	0.00047953964194373533	0.0	0.0	1.0	0.0	-1.0	1.0	0.0	31.0	0.0
